"","Ab_5_Eye","Ab_6_Eye","Mz_1_Eye","Mz_2_Eye","Nb_4_Eye","Nb_5_Eye","On_1_Eye","On_2_Eye","On_3_Eye","Pn_2_Eye","Pn_3_Eye","Pn_4_Eye"
"exosc5",1,22,845,3629,1324,1325,0,0,10,3012,1983,2589
"exosc6",328,338,4,14,0,0,9,2,17,399,232,223
"exosc8",0,0,306,349,0,0,35,23,62,1,1,0
"ext1b",5,30,6,3,0,0,0,0,3,2,2,1
"ext1c",0,0,4,0,15,25,5,4,27,1,0,1
"ext2",2,6,8,4,35,38,5,2,101,6,6,15
"extl2",5,39,166,318,0,0,1,0,0,1,1,8
"extl3",0,0,3,13,0,0,3,0,4,8,3,3
"eya2",801,810,2,0,0,0,0,2,12,1,0,2
"eya4",3375,3376,0,0,15,37,0,1,10,2,3,1
"ezh2",1,34,0,0,0,0,2,2,6,0,1,0
"ezrb",77,112,6,24,0,0,8,2,22,10,11,12
"f13a1b",1,28,22,18,0,0,0,1,61,45,28,100
"f2",13,55,1,1,180,210,0,0,11,0,0,0
"f2r",1,21,1,0,729,766,149,6,5,0,1,2
"f2rl2",5,15,184,167,0,0,0,0,5,98,39,42
"f5",3,38,3,1,0,0,3,2,18,0,2,3
"f9b",0,0,19,160,50,67,0,0,2,180,115,84
"faah2b",1,32,7,2,0,0,0,3,14,537,430,677
"fabp11a",1,12,6,5,17,46,0,12,343,2,7,22
"fabp11b",0,0,32,2,0,0,17,282,805,8,50,40
"fabp2",2,7,139,1415,0,0,0,0,0,1156,519,630
"fabp3",0,0,7,1,0,0,7,1,218,6,5,14
"fads2",276,316,401,1840,383,414,8,10,4,2508,1504,1090
"faf1",0,0,4,1,0,0,6,3,21,0,0,3
"faf2",411,443,13,11,0,0,8,9,36,16,21,21
"fahd1",1,42,0,0,0,0,0,1,10,0,0,1
"faim2b",0,0,0,0,0,0,16,0,9,4,11,5
"faima",1,33,0,3,0,0,3,0,5,0,0,1
"fam102aa",9,13,4,3,0,0,1,5,20,1,1,0
"fam102ba",7,34,2,0,0,0,0,1,2,3,4,3
"fam102bb",1,14,7,2,0,0,48,112,94,0,0,0
"fam107b",1,27,6,38,0,0,31,0,18,25,27,21
"fam110b",5,33,3,12,0,0,12,3,5,1,0,0
"fam110c",1,32,0,0,0,0,11,4,0,0,0,0
"fam113",6,19,216,291,88,111,8,3,5,912,625,760
"fam114a1",0,0,5,2,0,0,0,0,28,0,2,4
"fam118b",1387,1397,8,1,0,0,12,8,8,1722,1580,1800
"fam120a",6,35,11,3,0,0,5,3,49,2,0,2
"fam120b",1,29,0,0,0,0,5,3,23,3,2,8
"fam120c",1,47,2,6,0,0,4,2,18,6,33,0
"fam124b",147,157,11398,1887,0,0,1,4,4,1170,1064,1132
"fam126a",0,0,6,4,0,0,1,2,30,6,2,4
"fam131ba",0,0,5,1,0,0,6,5,11,0,0,0
"fam135a",1,24,1,2,0,0,1,1,23,5,2,2
"fam13b",0,0,18,23,64,92,36,4,68,17,7,8
"fam149b1",271,294,672,1016,0,0,0,0,1,0,0,0
"fam160a1a",5,36,1,1,0,0,1,1,11,4,0,2
"fam160a2",2,7,0,0,0,0,2,4,17,20,41,22
"fam160b1",4,49,4,1,270,310,4,0,12,449,207,488
"fam162a",1,34,117,106,0,0,19,6,159,9,6,7
"fam167b",1,39,9,0,0,0,0,0,5,0,14,9
"fam168b",0,0,11,7,0,0,2,0,10,15,8,15
"fam171a1",3,30,6,3,0,0,4,1,34,1,0,0
"fam171a2b",2,15,9,6,0,0,3,1,13,6,4,12
"fam172a",1,16,6,3,0,0,1,0,4,2,0,0
"fam174b",0,0,1,1,105,112,4,1,6,47,42,58
"fam177a1",66,97,1,4,0,0,1,0,19,0,1,0
"fam183a",315,329,63,54,29,47,507,497,617,15,17,24
"fam185a",36,56,0,1,0,0,1,1,1,4,5,9
"fam193a",1,21,3,1,0,0,5,4,60,1,1,1
"fam193b",1,32,1,2,0,0,5,0,9,1,0,1
"fam199x",38,58,168,94,0,0,7,3,15,7,16,5
"fam20b",0,0,0,5,0,0,0,0,11,3,3,8
"fam20ca",1,15,0,6,0,0,0,0,0,2,0,2
"fam210b",0,0,4,3,0,0,0,1,56,2,4,7
"fam214a",3,29,3,2,22,64,2,5,21,1,1,5
"fam214b",0,0,3,1,0,0,2,1,35,3,3,5
"fam222a",0,0,0,0,24,35,1,0,1,2,4,4
"fam222ba",2,13,946,149,0,0,0,2,1,3,0,2
"fam234a",8,27,8,3,24,55,3,2,22,22,8,8
"fam234b",8,18,0,3,0,0,4,0,8,9,10,11
"fam241a",2,17,8,1,0,0,0,0,1,0,0,0
"fam32a",2,42,13,25,361,391,10,8,107,142,188,258
"fam3a",84,123,2,0,0,0,0,0,21,5,0,2
"fam3c",0,0,4,5,0,0,4,4,50,3,4,0
"fam43a",2,25,9,14,0,0,12,8,57,4,2,14
"fam49a",1,37,1,9,0,0,0,1,8,0,0,0
"fam49al",0,0,2,2,0,0,2,0,25,2,1,7
"fam49ba",10,32,4,19,34,37,6,5,33,0,1,1
"fam49bb",2,28,3,7,0,0,0,0,29,2,8,3
"fam50a",0,0,5,7,0,0,1,0,38,4,14,7
"fam53b",58,78,2,11,0,0,15,6,52,47,22,14
"fam76b",1,21,3,8,0,0,4,2,18,3,3,3
"fam78ab",9,30,90,221,1,5,1,1,21,48,2,33
"fam78ba",52,59,0,0,23,47,3,0,0,122,106,120
"fam83d",6,37,1,5,0,0,1,2,6,4,0,1
"fam83hb",153,184,55,67,0,0,3,3,14,23,2,9
"fam91a1",2,20,1,4,0,0,0,0,7,3,2,0
"fan1",6,52,0,5,0,0,6,0,8,2,2,3
"fanci",37,73,98,175,70,103,131,151,167,104,72,119
"fancl",184,227,158,94,0,0,84,72,105,61,40,86
"fap",1,14,3,0,0,0,0,1,13,0,1,1
"farp2",36,50,7,80,0,0,26,4,28,43,41,33
"farsa",6,12,10,3,0,0,5,0,60,8,10,13
"farsb",1,44,1,0,0,0,1,5,107,0,3,0
"fasn",13,49,1,5,0,0,10,1,41,805,549,860
"fastk",4,40,3,4,440,459,0,0,40,2,7,11
"fastkd2",48,87,666,58,0,0,2,0,11,1,0,0
"fastkd3",429,459,2021,1073,243,252,1135,1668,2160,1408,1775,2215
"fat1a",3,42,10,0,0,0,7,9,64,5,0,8
"faua",301,309,2306,1358,269,303,11,32,1263,1290,1576,2030
"faxdc2",7,20,0,3,0,0,101,3,37,7,1,4
"fbl",6,27,9,6,0,0,16,15,133,4,0,7
"fbln1",0,0,58,5,0,0,1,11,548,2,21,20
"fbln7",13,35,11,2,0,0,1,0,55,0,0,0
"fbxl15",0,0,0,0,169,184,0,0,0,1649,2149,1605
"fbxl2",3,6,3,3,0,0,6,2,19,4,2,0
"fbxl3a",0,0,5,1,0,0,1,0,13,3,4,15
"fbxl5",280,310,1,10,0,0,6,0,21,18,10,5
"fbxo10",2,18,1,3,0,0,6,9,38,1,1,3
"fbxo18",1,12,2,0,28,51,0,2,22,0,0,4
"fbxo22",0,0,5,2,0,0,4,3,21,1,0,2
"fbxo25",0,0,4,10,13,16,12,6,28,0,2,0
"fbxo28",9,46,2,1,0,0,6,0,5,5,2,5
"fbxo3",101,109,254,487,0,0,24,11,44,15,5,9
"fbxo30a",0,0,1,1,0,0,1,1,0,83,26,113
"fbxo30b",1,43,3,1,0,0,2,2,9,0,2,4
"fbxo31",60,103,4,9,0,0,5,6,65,7,3,4
"fbxo32",207,220,10,4,76,94,15,1,37,15,10,12
"fbxo33",10,23,2,10,0,0,7,1,9,9,4,5
"fbxo34",8,55,2,1,26,32,2,3,26,63,59,118
"fbxo38",1,47,6,1,0,0,9,4,26,2,2,8
"fbxo40.1",7,48,0,0,0,0,0,0,1,0,0,0
"fbxo42",3,49,5,7,0,0,7,2,54,48,28,58
"fbxo45",3,36,4,9,0,0,1,3,13,3,6,8
"fbxo8",0,0,3,11,0,0,3,2,13,8,4,8
"fbxo9",1,17,15,10,0,0,7,2,140,6,5,8
"fbxw10",1,28,17,33,0,0,0,0,0,39,20,14
"fbxw11a",1,24,6,13,0,0,9,4,68,5,5,1
"fbxw4",0,0,5,2,0,0,0,0,2,1,5,2
"fbxw5",0,0,4,2,0,0,0,3,9,2,0,17
"fbxw7",1,9,5,15,0,0,19,4,36,5,1,0
"fbxw8",141,176,113,152,0,0,2,8,12,1,1,0
"fcho1",3,47,0,0,0,0,1,3,28,0,0,1
"fdft1",4,22,5,7,0,0,2,5,18,7,6,4
"fdps",0,0,5,4,0,0,5,0,9,3,7,2
"fdxacb1",1,13,28,147,0,0,0,0,14,4,0,0
"fech",1,13,8,2,1,7,1,1,7,2,3,2
"fem1b",5,46,2,2,0,0,0,0,0,1,1,0
"fem1c",0,0,1,1,0,0,0,0,15,5,0,0
"fen1",0,0,316,176,0,0,1,0,14,5,0,1
"fer",1,36,717,301,0,0,0,0,21,7,7,8
"fermt2",1,17,17,1,0,0,3,2,33,12,4,3
"fermt3b",4,29,525,465,0,0,2,5,54,8,6,2
"fez1",0,0,16,14,0,0,28,3,27,11,9,20
"fgb",0,0,1,16,0,0,0,0,20,0,6,0
"fgd4a",0,0,0,1,0,0,5,0,24,3,1,3
"fgd5a",0,0,23,4,0,0,1,2,65,260,263,300
"fgd6",2,19,1,2,0,0,1,3,26,1,1,2
"fgf13b",1,41,2,9,0,0,0,0,0,3,2,0
"fgf14",0,0,3,0,0,0,3,1,0,5,1,20
"fgf18a",3,12,3,8,0,0,1,0,9,0,1,0
"fgf1a",3,8,0,15,16,53,2,2,1,2,0,0
"fgf2",8,52,38,58,0,0,37,25,40,315,267,223
"fgf5",2,21,0,2,0,0,8,0,0,3,0,1
"fgf8b",15,49,0,0,0,0,20,13,19,1,0,0
"fgfr1op2",61,97,4,4,0,0,5,3,27,0,2,1
"fgfr2",6,30,29,3,0,0,13,11,130,15,9,16
"fgfr3",1,26,5,1,0,0,0,0,0,0,0,0
"fgfrl1a",0,0,2,5,0,0,0,0,24,1,1,1
"fgg",0,0,0,2,0,0,0,0,17,0,5,1
"fgl2a",8,18,18,1,0,0,8,10,535,13,9,16
"fhdc1",0,0,7,0,0,0,2,6,18,2,1,0
"fhl1a",1913,1937,777,2333,1652,1661,124,10,164,5,7,15
"fhl1b",0,0,5,0,0,0,0,1,68,3,5,7
"fhl2b",0,0,512,597,145,160,0,3,45,2,0,0
"fhl3b",0,0,6,0,0,0,0,1,18,6,2,8
"fhod1",1,30,13,6,0,0,0,3,19,0,0,0
"fhod3a",2,41,2,10,0,0,11,3,5,19,5,7
"fibina",1,14,8,0,0,0,0,3,58,2,3,1
"fibpa",0,0,7,3,0,0,5,0,28,4,3,5
"ficd",991,1032,1311,2011,0,0,0,0,11,1809,1128,1183
"filip1a",2,9,10,19,26,68,2,5,13,2,0,0
"filip1b",1,41,1,0,0,0,0,0,10,2,1,1
"fip1l1b",0,0,26,19,0,0,19,17,76,1,4,4
"fis1",0,0,6,5,0,0,6,7,74,8,4,5
"fkbp10a",0,0,0,0,0,0,25,53,54,0,0,0
"fkbp10b",124,166,129,537,26,32,79,20,302,11,4,14
"fkbp1b",47,58,26,144,358,360,8,1,60,21,18,14
"fkbp3",0,0,121846,21576,0,0,4,9,46,38355,84851,83849
"fkbp4",0,0,11,14,0,0,14,5,44,11,7,6
"fkbp5",0,0,19,18,0,0,14,17,205,11,6,29
"fkbp8",0,0,2,1,0,0,2,3,24,7,6,6
"fkbp9",0,0,25,1,0,0,17,26,77,2,4,4
"fkrp",1,26,1,3,0,0,1,0,7,1,1,0
"fktn",474,498,997,1487,0,0,50,17,38,1161,1132,1554
"flcn",0,0,3,2,0,0,5,0,25,1,6,4
"fli1a",1,8,5,0,0,0,3,0,64,11,4,10
"flii",3,42,1393,1459,914,922,4,8,40,3,2,5
"flna",0,0,6,0,0,0,13,33,900,7,5,5
"flnca",2,30,14,6,0,0,6,2,8,7,5,6
"flncb",1,10,9,0,0,0,4,6,62,0,1,0
"flot1b",0,0,5,1,0,0,9,7,67,6,4,8
"flot2a",0,0,16,3,0,0,2,6,42,13,6,16
"flr",0,0,73,231,0,0,103,52,68,1,0,0
"flrt1b",3,35,0,0,8,28,0,1,2,0,0,3
"flrt3",1,39,0,2,0,0,1,0,12,1,0,1
"flt4",1,3,7,0,0,0,29,54,153,1,0,2
"flvcr1",24,36,9,29,0,0,32,0,2,9,4,6
"fmnl1a",5,51,5,4,0,0,32,2,90,2,0,3
"fmnl2a",0,0,318,498,0,0,6,4,71,0,1,0
"fmnl2b",16,61,5,9,0,0,5,0,5,3,8,5
"fmnl3",251,286,0,0,0,0,0,0,26,3,3,3
"fmodb",0,0,70,14,0,0,0,0,0,0,0,0
"fn1a",0,0,24,0,15,37,7,14,454,3,2,3
"fn1b",1,34,1827,672,0,0,7,1,236,285,883,939
"fnbp1b",2,13,19,3,0,0,13,6,38,7,8,16
"fnbp4",142,144,16,8,0,0,6,3,60,17,4,23
"fndc3a",4,24,8,13,0,0,11,1,56,5,8,10
"fndc3ba",2,11,4,1,31,38,0,1,10,0,0,3
"fnip1",2,42,1,5,0,0,5,8,32,4,1,3
"fnta",0,0,1,3,0,0,7,0,24,2,2,8
"fntb",79,92,5,28,17,19,2,2,18,8,3,12
"fosb",3,38,0,8,0,0,1,45,10,0,0,0
"fosl2",0,0,7,8,0,0,2,3,35,3,7,7
"foxd3",0,0,5,0,0,0,0,0,27,1,1,2
"foxf1",0,0,2,5,0,0,0,0,7,4,0,1
"foxf2a",1,42,7,0,0,0,0,0,80,3,3,0
"foxf2b",0,0,13,1,0,0,2,6,155,4,2,6
"foxh1",2,21,13,73,0,0,19,9,3,0,0,0
"foxj2",1,35,2,1,0,0,1,1,30,0,0,0
"foxk1",132,178,26,23,26,40,8,5,29,3,12,19
"foxl1",0,0,9,2,0,0,1,0,69,1,0,8
"foxm1",158,169,7,0,0,0,1,2,6,0,0,0
"foxn4",150,170,0,0,0,0,1,0,3,0,0,0
"foxo1a",0,0,4,1,0,0,4,3,41,8,0,1
"foxo3b",0,0,10,10,0,0,6,2,14,17,21,11
"foxo4",20,52,2,8,7,26,7,3,6,7,6,10
"foxo6b",5,34,0,1,0,0,7,3,3,3,1,4
"foxq1a",4,29,16,2,0,0,0,1,28,8,7,10
"foxred2",0,0,3,0,0,0,0,2,27,8,4,1
"fpgs",28,50,2,2,0,0,22,3,24,0,0,0
"fra10ac1",1,48,4,2,0,0,4,3,59,3,1,3
"frem1a",6,50,7,2,0,0,0,0,16,6,0,4
"frem1b",0,0,11,3,0,0,1,6,179,1,2,10
"frem2a",1,45,0,0,0,0,3,1,2,5,0,0
"frem3",0,0,1044,1947,0,0,183,72,105,0,0,2
"frmd3",2,41,0,2,0,0,12,0,0,3,1,0
"frmd4ba",0,0,3,5,0,0,4,2,5,0,0,1
"frmd4bb",1,41,0,1,0,0,2,0,5,0,0,1
"frmd6",0,0,6,2,0,0,0,0,10,0,1,2
"frmd8",0,0,7,2,0,0,0,0,10,5,2,4
"frrs1l",7,12,3,12,0,0,7,0,0,0,1,1
"frs2b",405,439,1,0,0,0,1,0,47,480,343,635
"frs3",1,18,0,1,0,0,1,3,10,0,0,0
"fryb",1,17,3,4,0,0,3,0,6,3,1,0
"fryl",1,14,7,10,38,68,29,13,224,14,7,8
"frzb",1,36,48,5,31,44,0,3,64,2,4,10
"fscn1a",2,33,22,9,0,0,24,16,76,9,4,20
"fscn1b",0,0,6,2,0,0,11,4,108,5,5,3
"fscn2a",1,30,2,14,0,0,8,1,11,10,2,4
"fsd1",7,52,1,0,0,0,3,0,2,2,0,0
"fsta",2,9,6,9,0,0,11,1,33,2,3,6
"fstl1b",0,0,56,9,0,0,9,51,1476,16,20,24
"fstl3",3,37,5,0,1,31,2,2,131,4,9,7
"fstl5",0,0,38,136,30,61,148,3,25,19,16,9
"ftcd",10,57,0,0,0,0,0,0,3,0,0,0
"fth1b",0,0,227,48,51,55,4,0,1,8,13,14
"ftr82",1,10,3,1,0,0,1,0,34,2,1,0
"ftsj3",0,0,2,5,0,0,5,5,36,3,1,3
"fubp1",1,41,5,6,0,0,6,5,103,7,3,2
"fuca2",50,96,5,1,31,57,4,1,39,5,0,12
"fuk",17,31,111,52,0,0,0,2,7,0,0,0
"furinb",5,9,7,2,0,0,3,0,14,1,1,2
"fut11",34,45,16,14,0,0,0,0,24,0,0,0
"fut8b",0,0,4,1,0,0,10,1,28,5,2,4
"fxr1",0,0,12,4,0,0,3,2,21,1,12,2
"fybb",14,51,6,0,0,0,0,0,21,1,0,2
"fyco1a",9,19,3,5,0,0,4,3,28,0,1,6
"fyco1b",0,0,0,5,0,0,4,0,4,5,2,3
"fynb",0,0,1,5,0,0,5,1,13,0,0,1
"fzd3a",2,47,0,1,0,0,4,0,8,16,3,11
"fzd4",3,25,5,5,0,0,0,1,5,17,16,23
"fzd5",2,27,3,5,0,0,12,0,3,3,5,6
"fzd6",0,0,19,4,0,0,14,8,25,1,1,1
"fzd7b",6,25,22,7,0,0,7,23,72,0,6,5
"fzd8b",0,0,10,5,0,0,0,0,67,0,0,3
"fzr1b",37,83,0,8,60,80,2,1,47,45,10,14
"g2e3",0,0,0,0,0,0,21,89,100,63,65,103
"g3bp1",2,8,9,13,0,0,13,1,76,8,6,7
"g6pc3",874,894,15,19,0,0,1,3,9,0,0,0
"gaa",9,34,0,1,0,0,1,0,5,0,0,0
"gab1",0,0,2,0,0,0,1,5,68,1,0,1
"gabarapl2",0,0,0,0,35,70,9,2,395,7,9,9
"gabbr1a",2,38,1,11,0,0,7,0,2,3,3,0
"gabpa",4,10,13361,16745,0,0,32,14,56,14308,9173,9829
"gabpb2a",115,130,173,212,13,28,18,4,36,6,2,1
"gabra1",2,30,2,33,0,0,5,4,1,6,2,2
"gabra6a",19,50,5,14,0,0,18,1,0,9,3,8
"gabra6b",1,41,0,2,28,40,0,0,1,5,0,0
"gabrb2a",2,42,0,15,0,0,13,0,2,10,7,11
"gabrb3",2,39,0,3,0,0,5,0,2,3,0,0
"gabrd",0,0,2,3,0,0,0,0,4,5,5,8
"gabrg2",0,0,6,36,0,0,3,1,0,7,6,2
"gabrp",77,91,228,91,0,0,44,230,209,42,112,177
"gad1a",0,0,0,8,0,0,89,0,3,0,5,2
"gad1b",0,0,1,13,0,0,59,0,7,13,6,10
"gad2",2,23,0,9,0,0,2,0,0,1,1,1
"gadd45ab",76,104,15,3,0,0,6,0,10,10,0,1
"gadd45gb.1",9,17,1,5,0,0,35,2,2,1,0,3
"gadd45gip1",0,0,27,8,0,0,3,1,15,0,0,1
"gal3st1a",0,0,2,1,0,0,5,0,7,0,0,0
"gal3st4",0,0,2,15,0,0,12,0,5,6,4,1
"galcb",0,0,5,1,0,0,6,0,19,1,0,3
"galk1",0,0,6,0,0,0,0,0,27,0,0,0
"galk2",10,31,13,7,0,0,0,0,8,0,0,3
"galns",19,52,3,0,35,44,2,23,31,3,10,8
"galnt1",0,0,10,3,28,33,6,5,47,9,6,8
"galnt13",1,26,3,12,0,0,5,0,0,3,6,2
"galnt16",2,3,11,3,0,0,9,16,91,6,6,9
"galnt2",9,55,3,5,0,0,23,1,15,26,14,14
"galnt6",0,0,6,0,0,0,0,0,6,0,0,1
"galnt8b.1",148,187,1221,258,0,0,247,2845,2795,87,327,472
"galr1a",2,29,0,1,0,0,0,4,0,0,6,1
"gamt",16,18,12,64,0,0,0,0,17,28,20,21
"ganab",1,40,17,22,0,0,11,2,80,10,5,1
"gapdh",13,38,16,103,257,300,0,0,58,39,12,11
"gapdhs",3,21,34,67,88,115,90,12,534,48,61,74
"gapvd1",0,0,6,3,0,0,0,1,38,3,1,3
"gar1",0,0,187,45,0,0,1,0,26,5,0,1
"garem",15,41,0,1,0,0,1,1,5,8,0,3
"gars1",0,0,3,5,0,0,83,83,180,3,1,4
"gart",267,313,646,520,75,93,92,64,118,687,703,771
"gas2l3",3,42,1,3,0,0,0,3,5,2,0,2
"gas7a",8,18,0,1,0,0,0,0,4,0,0,5
"gask1a",3,15,0,0,32,74,3,1,3,0,0,0
"gata1a",11,51,9,87,0,0,1,5,61,36,10,13
"gata2a",0,0,6,0,0,0,0,3,68,5,3,0
"gata4",0,0,0,2,10,18,2,1,0,0,1,0
"gatad1",1,10,1,4,0,0,5,1,4,3,0,3
"gatb",241,277,0,3,0,0,0,0,3,1,0,2
"gatd1",0,0,778,852,0,0,31,32,58,324,322,359
"gatm",9,12,0,0,0,0,0,1,0,1,5,7
"gba",946,959,3,4,0,0,0,1,30,2,3,4
"gbe1b",26,39,16,82,0,0,77,72,49,159,157,113
"gbf1",2,23,1,12,0,0,5,0,14,5,1,4
"gc2",5,32,14,75,0,0,90,0,28,48,16,36
"gcc1",0,0,239,360,0,0,0,0,11,1,3,1
"gcdha",6,31,0,0,0,0,0,0,10,0,0,0
"gcfc2",1,32,8,2,0,0,3,0,26,1,0,0
"gch1",0,0,4,6,0,0,21,6,7,11,12,9
"gch2",10,21,2,14,0,0,3,1,0,4,2,0
"gchfr",17,29,9,11,0,0,16,7,21,9,12,9
"gck",0,0,190,189,0,0,0,0,0,77,93,45
"gclc",0,0,4,4,0,0,18,7,72,6,11,3
"gclm",2,42,5,1,0,0,1,0,31,1,0,0
"gcn1",3,41,3,1,0,0,5,8,114,3,2,1
"gcna",437,458,0,0,0,0,0,2,4,1,0,0
"gcnt3",45,72,2,4,0,0,0,0,0,71,70,103
"gcnt7",10,52,0,0,0,0,4,2,6,5,0,2
"gdap1l1",14,57,0,2,0,0,1,0,0,25,28,65
"gdap2",0,0,3,0,0,0,3,3,16,8,6,14
"gde1",0,0,12,48,43,56,2,0,6,20,17,17
"gdf11",0,0,6,8,0,0,2,0,4,8,2,0
"gdf6a",1,6,24,3,0,0,2,7,3,4,3,2
"gdi1",53,72,32,64,10,19,19,3,16,6,5,2
"gdi2",0,0,38,29,0,0,18,7,150,17,20,21
"gdnfa",1,6,0,0,0,0,109,60,69,1,0,0
"gdpd1",1,32,3,5,0,0,3,0,3,0,0,0
"gdpd3a",6,19,0,0,0,0,0,0,0,0,0,0
"gdpd4b",961,965,3,0,0,0,0,3,84,0,0,0
"gdpd5a",3,21,5,8,0,0,8,4,2,5,4,1
"gdpd5b",0,0,659,502,50,70,0,1,11,0,1,0
"gem",1,22,0,4,0,0,13,0,5,3,4,2
"gemin4",60,80,285,278,0,0,0,0,0,474,411,460
"gemin5",0,0,533,622,0,0,106,31,80,0,0,2
"gemin8",0,0,1,2,0,0,1,0,13,7,0,5
"get3",1,49,4,8,0,0,7,1,11,12,9,10
"get4",0,0,10,14,0,0,2,1,39,6,5,7
"gfap",0,0,3,10,0,0,18,0,8,11,12,7
"gfi1ab",3,21,1,4,34,36,1,0,7,2,5,3
"gfm1",437,479,383,396,0,0,2,0,24,490,304,312
"gfm2",1,44,46,7,0,0,1,3,18,22,3,48
"gfpt1",6,25,5,2,38,69,1,3,22,1,0,11
"gfpt2",1,36,3,6,0,0,1,0,6,0,1,0
"ggcta",95,111,729,1078,0,0,4,14,26,10,6,5
"ggcx",321,332,707,533,615,647,96,323,320,637,577,623
"ggh",102,128,56,587,74,89,53,0,3,169,107,127
"ggnbp2",3,48,4,4,0,0,6,1,52,5,1,4
"ggps1",4,27,0,0,0,0,0,1,6,0,0,1
"ggt1b",31,65,0,0,0,0,0,0,0,0,0,0
"ghsrb",0,0,38,13,0,0,0,0,0,0,0,0
"gid8b",2,11,15,11,0,0,9,5,54,17,6,8
"gig2p",7,29,0,1,101,128,86,89,162,3,0,0
"gigyf2",0,0,17,8,0,0,12,13,40,16,11,19
"ginm1",1,4,22,10,0,0,4,4,30,12,22,30
"gins3",0,0,1,0,1,42,0,0,3,0,2,12
"gipc1",0,0,3,5,0,0,1,3,45,6,2,1
"gipc2",988,1022,2154,1542,0,0,11,0,3,11,8,4
"git1",1,15,0,0,0,0,0,0,4,6,1,2
"git2a",0,0,86,48,0,0,0,1,9,65,41,86
"git2b",0,0,14,12,0,0,2,0,9,0,0,0
"gk5",1,43,4,5,0,0,0,1,3,1,3,4
"gla",2,19,5,0,0,0,1,0,15,7635,17886,19108
"glb1l",4,24,199,312,0,0,8,10,29,44,36,48
"glcci1a",1,27,2,0,0,0,3,1,22,0,0,0
"gldc",14,41,1,0,0,0,2,0,11,3,2,4
"gldn",1,6,1,2,0,0,9,0,0,2,0,3
"gle1",12,31,3,13,0,0,2,0,7,4,1,1
"glg1a",1,17,4,3,0,0,4,2,61,3,3,3
"glg1b",19,20,1,6,0,0,2,1,5,5,2,0
"gli1",4,32,7,2,0,0,0,0,12,4,1,3
"glipr2l",499,514,7,29,31,41,1,2,16,24,8,11
"glis2b",6,25,4,3,0,0,1,0,11,1,1,1
"glmna",24,39,36,8,0,0,2,0,14,6,8,4
"glmnb",9,29,5,11,20,39,225,42,32,5,4,6
"glmp",2,8,7,2,27,30,1,1,71,4,5,3
"glo1",13,37,20,24,66,71,0,1,54,33,19,15
"glod4",0,0,2,0,0,0,19,30,34,1,0,0
"glra2",7,36,2,4,36,79,3,0,5,0,3,0
"glra4b",3,5,11,7,0,0,1,0,1,18,30,30
"glrba",2,34,0,0,0,0,0,0,0,7,0,0
"glrbb",0,0,0,9,0,0,9,0,0,7,4,0
"glrx",34,58,81,52,10,27,25,46,228,72,78,105
"gls2a",0,0,0,0,95,118,0,0,0,0,0,0
"glsa",0,0,10,9,0,0,15,2,18,2,5,5
"glsb",19,54,9,11,0,0,13,4,1,1,2,4
"glt1d1",16,45,210,621,0,0,5,0,5,17,11,35
"gltpd2",6,22,1,9,0,0,4,2,4,6620,4168,3802
"glud1a",2,40,33,17,0,0,36,66,58,14,7,16
"glud1b",1,3,56,13,0,0,10,0,101,28,24,26
"glula",5,24,18,38,0,0,49,17,141,43,15,35
"glulc",1,36,1,0,0,0,0,0,6,3,0,5
"glyctk",6,15,2,2,0,0,14,3,9,370,465,436
"gmcl1",327,343,829,588,26,65,65,30,94,561,629,730
"gmfb",53,68,83,207,0,0,0,0,3,1,3,0
"gmnn",418,451,0,2,0,0,1,0,1,0,0,0
"gmppaa",2,18,5,2,0,0,2,0,11,0,1,1
"gmpr",0,0,0,1,0,0,2,1,5,3,5,0
"gmps",0,0,5,1,0,0,3,2,50,1,0,1
"gna11a",9,50,6,27,0,0,1,1,13,10,17,20
"gna13b",1,12,3,3,0,0,10,7,112,4,7,1
"gna15.4",0,0,1,5,0,0,1,0,0,0,12,20
"gnai2a",0,0,6,1,0,0,6,11,79,4,2,8
"gnai3",38664,38701,2088,40315,0,0,4,2,21,2,3,1
"gnaia",0,0,21,1,0,0,6,9,119,4,0,4
"gnao1b",159,163,2,10,33,61,7,0,2,13,9,5
"gnas",2,27,12,4,0,0,2,1,22,0,1,2
"gnat1",11,57,170,729,187,225,965,50,716,688,432,420
"gnat2",236,238,884,1385,44,73,79,2,28,39,18,17
"gnav1",181,198,116,614,0,0,369,54,175,0,5,0
"gnb1a",17,25,29,249,256,287,68,7,156,411,241,251
"gnb1l",0,0,0,0,0,0,14,19,30,0,0,1
"gnb2",0,0,5,6,0,0,0,0,8,6,1,4
"gnb3b",6,23,12,72,23,25,48,5,22,31,14,20
"gnb4b",1,17,7,3,0,0,0,0,10,2,3,7
"gnb5b",0,0,5,29,0,0,31,2,41,16,16,8
"gne",2,33,9,5,0,0,0,2,22,3,8,0
"gng2",0,0,6,1,0,0,5,3,77,4,4,6
"gng3",1,48,2404,1660,0,0,3,2,22,2,0,1
"gngt1",7,18,114,318,0,0,386,28,941,254,432,266
"gnl1",0,0,3,0,0,0,2,7,37,2,4,1
"gnpat",0,0,0,2,0,0,27,8,28,2,0,0
"gnpnat1",184,219,401,596,0,0,4,5,11,763,622,827
"gnptab",0,0,1,6,0,0,2,5,21,0,0,0
"gnptg",59,106,55,75,0,0,136,59,102,80,79,92
