Gene	Ab_5_Eye	Ab_6_Eye
ENSHBUG00000017077	0	0
ENSHBUG00000017078	0	0
ENSHBUG00000017079	0	0
ENSHBUG00000017080	0	0
ENSHBUG00000017081	0	0
ENSHBUG00000017082	99	110
ENSHBUG00000017083	0	0
ENSHBUG00000017084	0	0
ENSHBUG00000017085	0	0
ENSHBUG00000017086	8	13
ENSHBUG00000017087	0	0
ENSHBUG00000017088	0	0
ENSHBUG00000017089	3	8
ENSHBUG00000017090	0	0
ENSHBUG00000017091	1	46
ENSHBUG00000017092	0	0
ENSHBUG00000017093	0	0
ENSHBUG00000017094	110	118
ENSHBUG00000017095	0	0
ENSHBUG00000017096	0	0
ENSHBUG00000017097	0	0
ENSHBUG00000017098	0	0
ENSHBUG00000017099	0	0
ENSHBUG00000017100	55	83
ENSHBUG00000017101	0	0
ENSHBUG00000017102	0	0
ENSHBUG00000017103	0	0
ENSHBUG00000017104	0	0
ENSHBUG00000017105	0	0
ENSHBUG00000017106	1	34
ENSHBUG00000017107	0	0
ENSHBUG00000017108	2	34
ENSHBUG00000017109	0	0
ENSHBUG00000017110	2	46
ENSHBUG00000017111	1	10
ENSHBUG00000017112	0	0
ENSHBUG00000017113	0	0
ENSHBUG00000017114	0	0
ENSHBUG00000017115	0	0
ENSHBUG00000017116	0	0
ENSHBUG00000017117	0	0
ENSHBUG00000017118	1	32
ENSHBUG00000017119	0	0
ENSHBUG00000017120	6	48
ENSHBUG00000017121	0	0
ENSHBUG00000017122	0	0
ENSHBUG00000017123	40699	40700
ENSHBUG00000017124	0	0
ENSHBUG00000017125	0	0
ENSHBUG00000017126	2	9
ENSHBUG00000017127	0	0
ENSHBUG00000017128	18	61
ENSHBUG00000017129	2	36
ENSHBUG00000017130	0	0
ENSHBUG00000017131	0	0
ENSHBUG00000017132	0	0
ENSHBUG00000017133	0	0
ENSHBUG00000017134	5	30
ENSHBUG00000017135	129	138
ENSHBUG00000017136	26	36
ENSHBUG00000017137	1	47
ENSHBUG00000017138	0	0
ENSHBUG00000017139	0	0
ENSHBUG00000017140	11	23
ENSHBUG00000017141	2	50
ENSHBUG00000017142	3	24
ENSHBUG00000017143	0	0
ENSHBUG00000017144	16	19
ENSHBUG00000017145	0	0
ENSHBUG00000017146	0	0
ENSHBUG00000017147	1	45
ENSHBUG00000017148	0	0
ENSHBUG00000017149	0	0
ENSHBUG00000017150	0	0
ENSHBUG00000017151	5	22
ENSHBUG00000017152	3	44
ENSHBUG00000017153	0	0
ENSHBUG00000017154	0	0
ENSHBUG00000017155	0	0
ENSHBUG00000017156	0	0
ENSHBUG00000017157	932	971
ENSHBUG00000017158	3	40
ENSHBUG00000017159	0	0
ENSHBUG00000017160	17	39
ENSHBUG00000017161	0	0
ENSHBUG00000017162	0	0
ENSHBUG00000017163	0	0
ENSHBUG00000017164	0	0
ENSHBUG00000017165	1	39
ENSHBUG00000017166	19	42
ENSHBUG00000017167	0	0
ENSHBUG00000017168	0	0
ENSHBUG00000017169	0	0
ENSHBUG00000017170	0	0
ENSHBUG00000017171	1	46
ENSHBUG00000017172	1	33
ENSHBUG00000017173	0	0
ENSHBUG00000017174	0	0
ENSHBUG00000017175	0	0
ENSHBUG00000017176	0	0
ENSHBUG00000017177	17	50
ENSHBUG00000017178	2	33
ENSHBUG00000017179	0	0
ENSHBUG00000017180	3	11
ENSHBUG00000017181	9	42
ENSHBUG00000017182	0	0
ENSHBUG00000017183	0	0
ENSHBUG00000017184	1	23
ENSHBUG00000017185	4	45
ENSHBUG00000017186	0	0
ENSHBUG00000017187	4	6
ENSHBUG00000017188	0	0
ENSHBUG00000017189	0	0
ENSHBUG00000017190	0	0
ENSHBUG00000017191	0	0
ENSHBUG00000017192	52	91
ENSHBUG00000017193	1	23
ENSHBUG00000017194	0	0
ENSHBUG00000017195	4	15
ENSHBUG00000017196	1	32
ENSHBUG00000017197	0	0
ENSHBUG00000017198	0	0
ENSHBUG00000017199	29	49
ENSHBUG00000017200	46	80
ENSHBUG00000017201	0	0
ENSHBUG00000017202	0	0
ENSHBUG00000017203	0	0
ENSHBUG00000017204	1	21
ENSHBUG00000017205	6	35
ENSHBUG00000017206	0	0
ENSHBUG00000017207	0	0
ENSHBUG00000017208	34	81
ENSHBUG00000017209	1201	1232
ENSHBUG00000017210	0	0
ENSHBUG00000017211	0	0
ENSHBUG00000017212	0	0
ENSHBUG00000017213	289	330
ENSHBUG00000017214	256	274
ENSHBUG00000017215	0	0
ENSHBUG00000017216	0	0
ENSHBUG00000017217	1	4
ENSHBUG00000017218	58	59
ENSHBUG00000017219	0	0
ENSHBUG00000017220	0	0
ENSHBUG00000017221	0	0
ENSHBUG00000017222	0	0
ENSHBUG00000017223	2	32
ENSHBUG00000017224	1	31
ENSHBUG00000017225	0	0
ENSHBUG00000017226	0	0
ENSHBUG00000017227	0	0
ENSHBUG00000017228	0	0
ENSHBUG00000017229	0	0
ENSHBUG00000017230	21	29
ENSHBUG00000017231	0	0
ENSHBUG00000017232	0	0
ENSHBUG00000017233	3	23
ENSHBUG00000017234	0	0
ENSHBUG00000017235	0	0
ENSHBUG00000017236	1	17
ENSHBUG00000017237	1	8
ENSHBUG00000017238	0	0
ENSHBUG00000017239	0	0
ENSHBUG00000017240	0	0
ENSHBUG00000017241	279	305
ENSHBUG00000017242	70	98
ENSHBUG00000017243	1	47
ENSHBUG00000017244	0	0
ENSHBUG00000017245	4	48
ENSHBUG00000017246	178	218
ENSHBUG00000017247	28	62
ENSHBUG00000017248	19	25
ENSHBUG00000017249	1	26
ENSHBUG00000017250	0	0
ENSHBUG00000017251	0	0
ENSHBUG00000017252	4	15
ENSHBUG00000017253	0	0
ENSHBUG00000017254	6	38
ENSHBUG00000017255	0	0
ENSHBUG00000017256	0	0
ENSHBUG00000017257	1	23
ENSHBUG00000017258	0	0
ENSHBUG00000017259	79	92
ENSHBUG00000017260	0	0
ENSHBUG00000017261	0	0
ENSHBUG00000017262	0	0
ENSHBUG00000017263	50	53
ENSHBUG00000017264	1	9
ENSHBUG00000017265	10	47
ENSHBUG00000017266	0	0
ENSHBUG00000017267	0	0
ENSHBUG00000017268	50	74
ENSHBUG00000017269	0	0
ENSHBUG00000017270	2	36
ENSHBUG00000017271	0	0
ENSHBUG00000017272	0	0
ENSHBUG00000017273	17	63
ENSHBUG00000017274	1	3
ENSHBUG00000017275	0	0
ENSHBUG00000017276	0	0
ENSHBUG00000017277	0	0
ENSHBUG00000017278	5	34
ENSHBUG00000017279	4	49
ENSHBUG00000017280	1	42
ENSHBUG00000017281	0	0
ENSHBUG00000017282	0	0
ENSHBUG00000017283	18	25
ENSHBUG00000017284	11	21
ENSHBUG00000017285	2	50
ENSHBUG00000017286	1	4
ENSHBUG00000017287	2	6
ENSHBUG00000017288	108	143
ENSHBUG00000017289	451	464
ENSHBUG00000017290	4	35
ENSHBUG00000017291	0	0
ENSHBUG00000017292	0	0
ENSHBUG00000017293	0	0
ENSHBUG00000017294	0	0
ENSHBUG00000017295	0	0
ENSHBUG00000017296	1	35
ENSHBUG00000017297	0	0
ENSHBUG00000017298	1	27
ENSHBUG00000017299	0	0
ENSHBUG00000017300	0	0
ENSHBUG00000017301	0	0
ENSHBUG00000017302	905	919
ENSHBUG00000017303	0	0
ENSHBUG00000017304	11	50
ENSHBUG00000017305	0	0
ENSHBUG00000017306	0	0
ENSHBUG00000017307	9	13
ENSHBUG00000017308	7	34
ENSHBUG00000017309	25	55
ENSHBUG00000017310	0	0
ENSHBUG00000017311	6	13
ENSHBUG00000017312	0	0
ENSHBUG00000017313	0	0
ENSHBUG00000017314	0	0
ENSHBUG00000017315	3	20
ENSHBUG00000017316	0	0
ENSHBUG00000017317	501	521
ENSHBUG00000017318	0	0
ENSHBUG00000017319	0	0
ENSHBUG00000017320	13	21
ENSHBUG00000017321	4	18
ENSHBUG00000017322	1	14
ENSHBUG00000017323	0	0
ENSHBUG00000017324	2	48
ENSHBUG00000017325	2	18
ENSHBUG00000017326	0	0
ENSHBUG00000017327	0	0
ENSHBUG00000017328	195	197
ENSHBUG00000017329	0	0
ENSHBUG00000017330	0	0
ENSHBUG00000017331	2	31
ENSHBUG00000017332	1591	1611
ENSHBUG00000017333	2	12
ENSHBUG00000017334	1157	1158
ENSHBUG00000017335	0	0
ENSHBUG00000017336	0	0
ENSHBUG00000017337	2	34
ENSHBUG00000017338	0	0
ENSHBUG00000017339	0	0
ENSHBUG00000017340	7	10
ENSHBUG00000017341	0	0
ENSHBUG00000017342	0	0
ENSHBUG00000017343	0	0
ENSHBUG00000017344	183	226
ENSHBUG00000017345	2	31
ENSHBUG00000017346	111	124
ENSHBUG00000017347	0	0
ENSHBUG00000017348	298	305
ENSHBUG00000017349	0	0
ENSHBUG00000017350	3	40
ENSHBUG00000017351	13	25
ENSHBUG00000017352	3	4
ENSHBUG00000017353	43	85
ENSHBUG00000017354	0	0
ENSHBUG00000017355	8	51
ENSHBUG00000017356	0	0
ENSHBUG00000017357	0	0
ENSHBUG00000017358	2	4
ENSHBUG00000017359	0	0
ENSHBUG00000017360	1	39
ENSHBUG00000017361	0	0
ENSHBUG00000017362	1	29
ENSHBUG00000017363	307	325
ENSHBUG00000017364	2	40
ENSHBUG00000017365	8	34
ENSHBUG00000017366	0	0
ENSHBUG00000017367	2	25
ENSHBUG00000017368	0	0
ENSHBUG00000017369	1	44
ENSHBUG00000017370	0	0
ENSHBUG00000017371	45	51
ENSHBUG00000017372	0	0
ENSHBUG00000017373	0	0
ENSHBUG00000017374	0	0
ENSHBUG00000017375	0	0
ENSHBUG00000017376	1	46
ENSHBUG00000017377	0	0
ENSHBUG00000017378	11	44
ENSHBUG00000017379	19	28
ENSHBUG00000017380	0	0
ENSHBUG00000017381	6	11
ENSHBUG00000017382	0	0
ENSHBUG00000017383	0	0
ENSHBUG00000017384	115	140
ENSHBUG00000017385	0	0
ENSHBUG00000017386	0	0
ENSHBUG00000017387	2	11
ENSHBUG00000017388	19	40
ENSHBUG00000017389	0	0
ENSHBUG00000017390	4	47
ENSHBUG00000017391	0	0
ENSHBUG00000017392	61	65
ENSHBUG00000017393	1	41
ENSHBUG00000017394	0	0
ENSHBUG00000017395	2	50
ENSHBUG00000017396	0	0
ENSHBUG00000017397	0	0
ENSHBUG00000017398	0	0
ENSHBUG00000017399	6531	6569
ENSHBUG00000017400	0	0
ENSHBUG00000017401	0	0
ENSHBUG00000017402	1	46
ENSHBUG00000017403	1	47
ENSHBUG00000017404	14	62
ENSHBUG00000017405	0	0
ENSHBUG00000017406	0	0
ENSHBUG00000017407	0	0
ENSHBUG00000017408	1	31
ENSHBUG00000017409	6	28
ENSHBUG00000017410	3	29
ENSHBUG00000017411	3	25
ENSHBUG00000017412	0	0
ENSHBUG00000017413	8	14
ENSHBUG00000017414	1	19
ENSHBUG00000017415	1	22
ENSHBUG00000017416	3	50
ENSHBUG00000017417	0	0
ENSHBUG00000017418	114	150
ENSHBUG00000017419	1	6
ENSHBUG00000017420	0	0
ENSHBUG00000017421	0	0
ENSHBUG00000017422	8	52
ENSHBUG00000017423	2	9
ENSHBUG00000017424	1	34
ENSHBUG00000017425	1	8
ENSHBUG00000017426	0	0
ENSHBUG00000017427	390	415
ENSHBUG00000017428	9	51
ENSHBUG00000017429	3	44
ENSHBUG00000017430	0	0
ENSHBUG00000017431	1	11
ENSHBUG00000017432	0	0
ENSHBUG00000017433	1	19
ENSHBUG00000017434	0	0
ENSHBUG00000017435	1	41
ENSHBUG00000017436	1	18
ENSHBUG00000017437	0	0
ENSHBUG00000017438	0	0
ENSHBUG00000017439	1	35
ENSHBUG00000017440	103	140
ENSHBUG00000017441	3	21
ENSHBUG00000017442	10	28
ENSHBUG00000017443	0	0
ENSHBUG00000017444	1	30
ENSHBUG00000017445	6	21
ENSHBUG00000017446	16	29
ENSHBUG00000017447	53	82
ENSHBUG00000017448	2	41
ENSHBUG00000017449	2	48
ENSHBUG00000017450	2	5
ENSHBUG00000017451	3	21
ENSHBUG00000017452	0	0
ENSHBUG00000017453	0	0
ENSHBUG00000017454	0	0
ENSHBUG00000017455	332	339
ENSHBUG00000017456	1	10
ENSHBUG00000017457	0	0
ENSHBUG00000017458	25	56
ENSHBUG00000017459	0	0
ENSHBUG00000017460	0	0
ENSHBUG00000017461	0	0
ENSHBUG00000017462	2	27
ENSHBUG00000017463	0	0
ENSHBUG00000017464	0	0
ENSHBUG00000017465	0	0
ENSHBUG00000017466	5	38
ENSHBUG00000017467	12	60
ENSHBUG00000017468	0	0
ENSHBUG00000017469	0	0
ENSHBUG00000017470	1	30
ENSHBUG00000017471	0	0
ENSHBUG00000017472	3	47
ENSHBUG00000017473	0	0
ENSHBUG00000017474	0	0
ENSHBUG00000017475	112	138
ENSHBUG00000017476	0	0
ENSHBUG00000017477	0	0
ENSHBUG00000017478	15	22
ENSHBUG00000017479	3	47
ENSHBUG00000017480	0	0
ENSHBUG00000017481	0	0
ENSHBUG00000017482	0	0
ENSHBUG00000017483	13	51
ENSHBUG00000017484	0	0
ENSHBUG00000017485	198	237
ENSHBUG00000017486	0	0
ENSHBUG00000017487	2	7
ENSHBUG00000017488	4	46
ENSHBUG00000017489	0	0
ENSHBUG00000017490	0	0
ENSHBUG00000017491	1	43
ENSHBUG00000017492	0	0
ENSHBUG00000017493	16	57
ENSHBUG00000017494	0	0
ENSHBUG00000017495	2	19
ENSHBUG00000017496	0	0
ENSHBUG00000017497	17	54
ENSHBUG00000017498	0	0
ENSHBUG00000017499	2	50
ENSHBUG00000017500	15	59
ENSHBUG00000017501	0	0
ENSHBUG00000017502	6	35
ENSHBUG00000017503	2	7
ENSHBUG00000017504	92	114
ENSHBUG00000017505	22	70
ENSHBUG00000017506	0	0
ENSHBUG00000017507	0	0
ENSHBUG00000017508	2	27
ENSHBUG00000017509	1	25
ENSHBUG00000017510	0	0
ENSHBUG00000017511	0	0
ENSHBUG00000017512	42	44
ENSHBUG00000017513	40	80
ENSHBUG00000017514	0	0
ENSHBUG00000017515	0	0
ENSHBUG00000017516	0	0
ENSHBUG00000017517	0	0
ENSHBUG00000017518	0	0
ENSHBUG00000017519	0	0
ENSHBUG00000017520	1010	1041
ENSHBUG00000017521	0	0
ENSHBUG00000017522	0	0
ENSHBUG00000017523	13	40
ENSHBUG00000017524	1	3
ENSHBUG00000017525	0	0
ENSHBUG00000017526	0	0
ENSHBUG00000017527	0	0
ENSHBUG00000017528	4	20
ENSHBUG00000017529	0	0
ENSHBUG00000017530	0	0
ENSHBUG00000017531	1	37
ENSHBUG00000017532	8	18
ENSHBUG00000017533	1	35
ENSHBUG00000017534	106	113
ENSHBUG00000017535	934	956
ENSHBUG00000017536	0	0
ENSHBUG00000017537	0	0
ENSHBUG00000017538	0	0
ENSHBUG00000017539	0	0
ENSHBUG00000017540	3	33
ENSHBUG00000017541	0	0
ENSHBUG00000017542	1199	1215
ENSHBUG00000017543	1286	1301
ENSHBUG00000017544	1	32
ENSHBUG00000017545	0	0
ENSHBUG00000017546	0	0
ENSHBUG00000017547	1	34
ENSHBUG00000017548	0	0
ENSHBUG00000017549	1	18
ENSHBUG00000017550	0	0
ENSHBUG00000017551	0	0
ENSHBUG00000017552	0	0
ENSHBUG00000017553	0	0
ENSHBUG00000017554	1	6
ENSHBUG00000017555	0	0
ENSHBUG00000017556	0	0
ENSHBUG00000017557	4	25
ENSHBUG00000017558	0	0
ENSHBUG00000017559	5	41
ENSHBUG00000017560	0	0
ENSHBUG00000017561	0	0
ENSHBUG00000017562	28	48
ENSHBUG00000017563	0	0
ENSHBUG00000017564	0	0
ENSHBUG00000017565	0	0
ENSHBUG00000017566	0	0
ENSHBUG00000017567	0	0
ENSHBUG00000017568	1	26
ENSHBUG00000017569	0	0
ENSHBUG00000017570	0	0
ENSHBUG00000017571	0	0
ENSHBUG00000017572	0	0
ENSHBUG00000017573	19	44
ENSHBUG00000017574	0	0
ENSHBUG00000017575	0	0
ENSHBUG00000017576	0	0
ENSHBUG00000017577	0	0
ENSHBUG00000017578	0	0
ENSHBUG00000017579	0	0
ENSHBUG00000017580	1	14
ENSHBUG00000017581	19	21
ENSHBUG00000017582	13	49
ENSHBUG00000017583	2	24
ENSHBUG00000017584	0	0
ENSHBUG00000017585	0	0
ENSHBUG00000017586	0	0
ENSHBUG00000017587	0	0
ENSHBUG00000017588	6	28
ENSHBUG00000017589	3	35
ENSHBUG00000017590	4	21
ENSHBUG00000017591	9	54
ENSHBUG00000017592	0	0
ENSHBUG00000017593	0	0
ENSHBUG00000017594	1	48
ENSHBUG00000017595	0	0
ENSHBUG00000017596	1	12
ENSHBUG00000017597	1	15
ENSHBUG00000017598	1	8
ENSHBUG00000017599	0	0
ENSHBUG00000017600	0	0
ENSHBUG00000017601	0	0
ENSHBUG00000017602	0	0
ENSHBUG00000017603	0	0
ENSHBUG00000017604	1	21
ENSHBUG00000017605	5	44
ENSHBUG00000017606	0	0
ENSHBUG00000017607	0	0
ENSHBUG00000017608	8	50
ENSHBUG00000017609	0	0
ENSHBUG00000017610	0	0
ENSHBUG00000017611	71	111
ENSHBUG00000017612	0	0
ENSHBUG00000017613	6	36
ENSHBUG00000017614	5	6
ENSHBUG00000017615	0	0
ENSHBUG00000017616	0	0
ENSHBUG00000017617	0	0
ENSHBUG00000017618	4	30
ENSHBUG00000017619	2	47
ENSHBUG00000017620	0	0
ENSHBUG00000017621	0	0
ENSHBUG00000017622	0	0
ENSHBUG00000017623	0	0
ENSHBUG00000017624	0	0
ENSHBUG00000017625	1	6
ENSHBUG00000017626	0	0
ENSHBUG00000017627	1	27
ENSHBUG00000017628	0	0
ENSHBUG00000017629	0	0
ENSHBUG00000017630	0	0
ENSHBUG00000017631	71	111
ENSHBUG00000017632	5	17
ENSHBUG00000017633	40	73
ENSHBUG00000017634	1	43
ENSHBUG00000017635	85	101
ENSHBUG00000017636	23	41
ENSHBUG00000017637	1	6
ENSHBUG00000017638	2	20
ENSHBUG00000017639	0	0
ENSHBUG00000017640	7	35
ENSHBUG00000017641	0	0
ENSHBUG00000017642	16	54
ENSHBUG00000017643	1	12
ENSHBUG00000017644	0	0
ENSHBUG00000017645	1	37
ENSHBUG00000017646	0	0
ENSHBUG00000017647	0	0
ENSHBUG00000017648	6	46
ENSHBUG00000017649	0	0
ENSHBUG00000017650	1	32
ENSHBUG00000017651	1	23
ENSHBUG00000017652	1	24
ENSHBUG00000017653	0	0
ENSHBUG00000017654	8	46
ENSHBUG00000017655	0	0
ENSHBUG00000017656	1	22
ENSHBUG00000017657	0	0
ENSHBUG00000017658	355	367
ENSHBUG00000017659	0	0
ENSHBUG00000017660	0	0
ENSHBUG00000017661	47	70
ENSHBUG00000017662	6	23
ENSHBUG00000017663	1	34
ENSHBUG00000017664	0	0
ENSHBUG00000017665	1	23
ENSHBUG00000017666	0	0
ENSHBUG00000017667	3	43
ENSHBUG00000017668	0	0
ENSHBUG00000017669	0	0
ENSHBUG00000017670	0	0
ENSHBUG00000017671	0	0
ENSHBUG00000017672	0	0
ENSHBUG00000017673	2	10
ENSHBUG00000017674	2	12
ENSHBUG00000017675	0	0
ENSHBUG00000017676	0	0
ENSHBUG00000017677	0	0
ENSHBUG00000017678	293	296
ENSHBUG00000017679	30	44
ENSHBUG00000017680	1	9
ENSHBUG00000017681	3	51
ENSHBUG00000017682	63	75
ENSHBUG00000017683	0	0
ENSHBUG00000017684	0	0
ENSHBUG00000017685	3	4
ENSHBUG00000017686	0	0
ENSHBUG00000017687	0	0
ENSHBUG00000017688	0	0
ENSHBUG00000017689	0	0
ENSHBUG00000017690	1	44
ENSHBUG00000017691	0	0
ENSHBUG00000017692	0	0
ENSHBUG00000017693	0	0
ENSHBUG00000017694	0	0
ENSHBUG00000017695	0	0
ENSHBUG00000017696	1	14
ENSHBUG00000017697	0	0
ENSHBUG00000017698	0	0
ENSHBUG00000017699	0	0
ENSHBUG00000017700	3	24
ENSHBUG00000017701	0	0
ENSHBUG00000017702	1	47
ENSHBUG00000017703	0	0
ENSHBUG00000017704	1	18
ENSHBUG00000017705	1	45
ENSHBUG00000017706	0	0
ENSHBUG00000017707	1	38
ENSHBUG00000017708	1	27
ENSHBUG00000017709	1	37
ENSHBUG00000017710	0	0
ENSHBUG00000017711	1	18
ENSHBUG00000017712	0	0
ENSHBUG00000017713	0	0
ENSHBUG00000017714	0	0
ENSHBUG00000017715	2	8
ENSHBUG00000017716	53	97
ENSHBUG00000017717	1	46
ENSHBUG00000017718	0	0
ENSHBUG00000017719	0	0
ENSHBUG00000017720	0	0
ENSHBUG00000017721	1	15
ENSHBUG00000017722	7	45
ENSHBUG00000017723	0	0
ENSHBUG00000017724	2	35
ENSHBUG00000017725	136	149
ENSHBUG00000017726	0	0
ENSHBUG00000017727	0	0
ENSHBUG00000017728	16	32
ENSHBUG00000017729	0	0
ENSHBUG00000017730	1	14
ENSHBUG00000017731	0	0
ENSHBUG00000017732	0	0
ENSHBUG00000017733	0	0
ENSHBUG00000017734	0	0
ENSHBUG00000017735	0	0
ENSHBUG00000017736	0	0
ENSHBUG00000017737	1	41
ENSHBUG00000017738	0	0
ENSHBUG00000017739	1	3
ENSHBUG00000017740	0	0
ENSHBUG00000017741	0	0
ENSHBUG00000017742	0	0
ENSHBUG00000017743	2	48
ENSHBUG00000017744	196	214
ENSHBUG00000017745	7	40
ENSHBUG00000017746	1	9
ENSHBUG00000017747	2	14
ENSHBUG00000017748	11	28
ENSHBUG00000017749	10	39
ENSHBUG00000017750	2	48
ENSHBUG00000017751	17	51
ENSHBUG00000017752	0	0
ENSHBUG00000017753	1	32
ENSHBUG00000017754	0	0
ENSHBUG00000017755	0	0
ENSHBUG00000017756	0	0
ENSHBUG00000017757	0	0
ENSHBUG00000017758	1	14
ENSHBUG00000017759	0	0
ENSHBUG00000017760	0	0
ENSHBUG00000017761	3	5
ENSHBUG00000017762	7	35
ENSHBUG00000017763	0	0
ENSHBUG00000017764	4	13
ENSHBUG00000017765	0	0
ENSHBUG00000017766	0	0
ENSHBUG00000017767	1	30
ENSHBUG00000017768	0	0
ENSHBUG00000017769	1	11
ENSHBUG00000017770	0	0
ENSHBUG00000017771	0	0
ENSHBUG00000017772	0	0
ENSHBUG00000017773	0	0
ENSHBUG00000017774	0	0
ENSHBUG00000017775	0	0
ENSHBUG00000017776	2	6
ENSHBUG00000017777	0	0
ENSHBUG00000017778	1	27
ENSHBUG00000017779	0	0
ENSHBUG00000017780	9	46
ENSHBUG00000017781	0	0
ENSHBUG00000017782	4	48
ENSHBUG00000017783	12	49
ENSHBUG00000017784	0	0
ENSHBUG00000017785	10	11
ENSHBUG00000017786	0	0
ENSHBUG00000017787	0	0
ENSHBUG00000017788	0	0
ENSHBUG00000017789	0	0
ENSHBUG00000017790	0	0
ENSHBUG00000017791	0	0
ENSHBUG00000017792	0	0
ENSHBUG00000017793	0	0
ENSHBUG00000017794	0	0
ENSHBUG00000017795	0	0
ENSHBUG00000017796	1	45
ENSHBUG00000017797	0	0
ENSHBUG00000017798	1	32
ENSHBUG00000017799	0	0
ENSHBUG00000017800	40	49
ENSHBUG00000017801	3	11
ENSHBUG00000017802	0	0
ENSHBUG00000017803	0	0
ENSHBUG00000017804	1	6
ENSHBUG00000017805	0	0
ENSHBUG00000017806	0	0
ENSHBUG00000017807	1	21
ENSHBUG00000017808	0	0
ENSHBUG00000017809	3	15
ENSHBUG00000017810	0	0
ENSHBUG00000017811	0	0
ENSHBUG00000017812	0	0
ENSHBUG00000017813	0	0
ENSHBUG00000017814	119	162
ENSHBUG00000017815	0	0
ENSHBUG00000017816	0	0
ENSHBUG00000017817	0	0
ENSHBUG00000017818	1	19
ENSHBUG00000017819	0	0
ENSHBUG00000017820	0	0
ENSHBUG00000017821	2	45
ENSHBUG00000017822	0	0
ENSHBUG00000017823	0	0
ENSHBUG00000017824	5	51
ENSHBUG00000017825	0	0
ENSHBUG00000017826	1	36
ENSHBUG00000017827	0	0
ENSHBUG00000017828	1	20
ENSHBUG00000017829	1	34
ENSHBUG00000017830	5	53
ENSHBUG00000017831	1	8
ENSHBUG00000017832	0	0
ENSHBUG00000017833	6	43
ENSHBUG00000017834	0	0
ENSHBUG00000017835	1	9
ENSHBUG00000017836	0	0
ENSHBUG00000017837	0	0
ENSHBUG00000017838	1	49
ENSHBUG00000017839	77	112
ENSHBUG00000017840	1	23
ENSHBUG00000017841	0	0
ENSHBUG00000017842	0	0
ENSHBUG00000017843	3	6
ENSHBUG00000017844	0	0
ENSHBUG00000017845	0	0
ENSHBUG00000017846	0	0
ENSHBUG00000017847	0	0
ENSHBUG00000017848	0	0
ENSHBUG00000017849	98	129
ENSHBUG00000017850	1	49
ENSHBUG00000017851	0	0
ENSHBUG00000017852	0	0
ENSHBUG00000017853	2	36
ENSHBUG00000017854	0	0
ENSHBUG00000017855	0	0
ENSHBUG00000017856	1	14
ENSHBUG00000017857	0	0
ENSHBUG00000017858	24	31
ENSHBUG00000017859	0	0
ENSHBUG00000017860	5	34
ENSHBUG00000017861	0	0
ENSHBUG00000017862	11	31
ENSHBUG00000017863	0	0
ENSHBUG00000017864	0	0
ENSHBUG00000017865	2	45
ENSHBUG00000017866	0	0
ENSHBUG00000017867	13	53
ENSHBUG00000017868	0	0
ENSHBUG00000017869	0	0
ENSHBUG00000017870	3	4
ENSHBUG00000017871	1	48
ENSHBUG00000017872	18	58
ENSHBUG00000017873	0	0
ENSHBUG00000017874	0	0
ENSHBUG00000017875	6	38
ENSHBUG00000017876	2	10
ENSHBUG00000017877	0	0
ENSHBUG00000017878	0	0
ENSHBUG00000017879	0	0
ENSHBUG00000017880	0	0
ENSHBUG00000017881	5	14
ENSHBUG00000017882	2	29
ENSHBUG00000017883	1	4
ENSHBUG00000017884	21	39
ENSHBUG00000017885	0	0
ENSHBUG00000017886	2	21
ENSHBUG00000017887	0	0
ENSHBUG00000017888	1	39
ENSHBUG00000017889	0	0
ENSHBUG00000017890	301	309
ENSHBUG00000017891	1	9
ENSHBUG00000017892	5	19
ENSHBUG00000017893	10	57
ENSHBUG00000017894	2	48
ENSHBUG00000017895	1	25
ENSHBUG00000017896	0	0
ENSHBUG00000017897	0	0
ENSHBUG00000017898	0	0
ENSHBUG00000017899	1	5
ENSHBUG00000017900	3	14
ENSHBUG00000017901	0	0
ENSHBUG00000017902	2	43
ENSHBUG00000017903	5	45
ENSHBUG00000017904	8	30
ENSHBUG00000017905	2	27
ENSHBUG00000017906	3	26
ENSHBUG00000017907	0	0
ENSHBUG00000017908	0	0
ENSHBUG00000017909	0	0
ENSHBUG00000017910	0	0
ENSHBUG00000017911	0	0
ENSHBUG00000017912	9	29
ENSHBUG00000017913	8	35
ENSHBUG00000017914	0	0
ENSHBUG00000017915	4	23
ENSHBUG00000017916	0	0
ENSHBUG00000017917	0	0
ENSHBUG00000017918	0	0
ENSHBUG00000017919	0	0
ENSHBUG00000017920	0	0
ENSHBUG00000017921	11	40
ENSHBUG00000017922	1	17
ENSHBUG00000017923	356	381
ENSHBUG00000017924	0	0
ENSHBUG00000017925	0	0
ENSHBUG00000017926	69	101
ENSHBUG00000017927	0	0
ENSHBUG00000017928	0	0
ENSHBUG00000017929	1	6
ENSHBUG00000017930	2	22
ENSHBUG00000017931	0	0
ENSHBUG00000017932	75	106
ENSHBUG00000017933	0	0
ENSHBUG00000017934	0	0
ENSHBUG00000017935	2	48
ENSHBUG00000017936	61	107
ENSHBUG00000017937	0	0
ENSHBUG00000017938	2	33
ENSHBUG00000017939	2	15
ENSHBUG00000017940	0	0
ENSHBUG00000017941	10	14
ENSHBUG00000017942	0	0
ENSHBUG00000017943	1	16
ENSHBUG00000017944	0	0
ENSHBUG00000017945	13	41
ENSHBUG00000017946	0	0
ENSHBUG00000017947	2	40
ENSHBUG00000017948	2	37
