Gene	Ab_5_Eye	Ab_6_Eye
ENSHBUG00000007424	0	0
ENSHBUG00000007425	1	3
ENSHBUG00000007426	26	50
ENSHBUG00000007427	21	31
ENSHBUG00000007428	0	0
ENSHBUG00000007429	0	0
ENSHBUG00000007430	0	0
ENSHBUG00000007431	21	47
ENSHBUG00000007432	0	0
ENSHBUG00000007433	155	156
ENSHBUG00000007434	0	0
ENSHBUG00000007435	5	29
ENSHBUG00000007436	0	0
ENSHBUG00000007437	0	0
ENSHBUG00000007438	0	0
ENSHBUG00000007439	0	0
ENSHBUG00000007440	0	0
ENSHBUG00000007441	0	0
ENSHBUG00000007442	0	0
ENSHBUG00000007443	0	0
ENSHBUG00000007444	0	0
ENSHBUG00000007445	8	31
ENSHBUG00000007446	0	0
ENSHBUG00000007447	0	0
ENSHBUG00000007448	0	0
ENSHBUG00000007449	1	44
ENSHBUG00000007450	7	49
ENSHBUG00000007451	0	0
ENSHBUG00000007452	0	0
ENSHBUG00000007453	35	38
ENSHBUG00000007454	1	31
ENSHBUG00000007455	0	0
ENSHBUG00000007456	0	0
ENSHBUG00000007457	364	377
ENSHBUG00000007458	0	0
ENSHBUG00000007459	0	0
ENSHBUG00000007460	0	0
ENSHBUG00000007461	1	21
ENSHBUG00000007462	219	246
ENSHBUG00000007463	0	0
ENSHBUG00000007464	1	34
ENSHBUG00000007465	0	0
ENSHBUG00000007466	0	0
ENSHBUG00000007467	0	0
ENSHBUG00000007468	0	0
ENSHBUG00000007469	18	19
ENSHBUG00000007470	0	0
ENSHBUG00000007471	1	4
ENSHBUG00000007472	0	0
ENSHBUG00000007473	0	0
ENSHBUG00000007474	1	5
ENSHBUG00000007475	2	8
ENSHBUG00000007476	0	0
ENSHBUG00000007477	0	0
ENSHBUG00000007478	1	24
ENSHBUG00000007479	0	0
ENSHBUG00000007480	9	27
ENSHBUG00000007481	0	0
ENSHBUG00000007482	0	0
ENSHBUG00000007483	0	0
ENSHBUG00000007484	0	0
ENSHBUG00000007485	0	0
ENSHBUG00000007486	3	20
ENSHBUG00000007487	0	0
ENSHBUG00000007488	2	36
ENSHBUG00000007489	0	0
ENSHBUG00000007490	0	0
ENSHBUG00000007491	0	0
ENSHBUG00000007492	4	31
ENSHBUG00000007493	0	0
ENSHBUG00000007494	6	25
ENSHBUG00000007495	747	749
ENSHBUG00000007496	0	0
ENSHBUG00000007497	0	0
ENSHBUG00000007498	0	0
ENSHBUG00000007499	1	15
ENSHBUG00000007500	0	0
ENSHBUG00000007501	0	0
ENSHBUG00000007502	8	35
ENSHBUG00000007503	1	45
ENSHBUG00000007504	1	35
ENSHBUG00000007505	1	28
ENSHBUG00000007506	138	170
ENSHBUG00000007507	1	37
ENSHBUG00000007508	2	6
ENSHBUG00000007509	0	0
ENSHBUG00000007510	0	0
ENSHBUG00000007511	0	0
ENSHBUG00000007512	0	0
ENSHBUG00000007513	0	0
ENSHBUG00000007514	0	0
ENSHBUG00000007515	0	0
ENSHBUG00000007516	4	11
ENSHBUG00000007517	2	43
ENSHBUG00000007518	0	0
ENSHBUG00000007519	4	49
ENSHBUG00000007520	0	0
ENSHBUG00000007521	16	42
ENSHBUG00000007522	0	0
ENSHBUG00000007523	0	0
ENSHBUG00000007524	3	47
ENSHBUG00000007525	1	24
ENSHBUG00000007526	0	0
ENSHBUG00000007527	1	27
ENSHBUG00000007528	2	27
ENSHBUG00000007529	1	39
ENSHBUG00000007530	5	46
ENSHBUG00000007531	0	0
ENSHBUG00000007532	4	41
ENSHBUG00000007533	0	0
ENSHBUG00000007534	0	0
ENSHBUG00000007535	0	0
ENSHBUG00000007536	0	0
ENSHBUG00000007537	0	0
ENSHBUG00000007538	0	0
ENSHBUG00000007539	0	0
ENSHBUG00000007540	5	22
ENSHBUG00000007541	1	6
ENSHBUG00000007542	0	0
ENSHBUG00000007543	0	0
ENSHBUG00000007544	51	93
ENSHBUG00000007545	0	0
ENSHBUG00000007546	0	0
ENSHBUG00000007547	0	0
ENSHBUG00000007548	6	33
ENSHBUG00000007549	1	13
ENSHBUG00000007550	0	0
ENSHBUG00000007551	0	0
ENSHBUG00000007552	0	0
ENSHBUG00000007553	5	49
ENSHBUG00000007554	1	25
ENSHBUG00000007555	0	0
ENSHBUG00000007556	0	0
ENSHBUG00000007557	0	0
ENSHBUG00000007558	1	22
ENSHBUG00000007559	1	31
ENSHBUG00000007560	0	0
ENSHBUG00000007561	0	0
ENSHBUG00000007562	0	0
ENSHBUG00000007563	116	139
ENSHBUG00000007564	1	21
ENSHBUG00000007565	0	0
ENSHBUG00000007566	0	0
ENSHBUG00000007567	0	0
ENSHBUG00000007568	1	24
ENSHBUG00000007569	0	0
ENSHBUG00000007570	0	0
ENSHBUG00000007571	0	0
ENSHBUG00000007572	0	0
ENSHBUG00000007573	10	58
ENSHBUG00000007574	0	0
ENSHBUG00000007575	0	0
ENSHBUG00000007576	0	0
ENSHBUG00000007577	2	36
ENSHBUG00000007578	0	0
ENSHBUG00000007579	0	0
ENSHBUG00000007580	1	10
ENSHBUG00000007581	0	0
ENSHBUG00000007582	0	0
ENSHBUG00000007583	5	41
ENSHBUG00000007584	9	43
ENSHBUG00000007585	0	0
ENSHBUG00000007586	0	0
ENSHBUG00000007587	0	0
ENSHBUG00000007588	0	0
ENSHBUG00000007589	0	0
ENSHBUG00000007590	0	0
ENSHBUG00000007591	3	30
ENSHBUG00000007592	174	215
ENSHBUG00000007593	1	14
ENSHBUG00000007594	0	0
ENSHBUG00000007595	3	9
ENSHBUG00000007596	0	0
ENSHBUG00000007597	4	19
ENSHBUG00000007598	0	0
ENSHBUG00000007599	0	0
ENSHBUG00000007600	0	0
ENSHBUG00000007601	1	45
ENSHBUG00000007602	150	170
ENSHBUG00000007603	0	0
ENSHBUG00000007604	1	6
ENSHBUG00000007605	13	33
ENSHBUG00000007606	0	0
ENSHBUG00000007607	2	45
ENSHBUG00000007608	633	637
ENSHBUG00000007609	1	27
ENSHBUG00000007610	1	40
ENSHBUG00000007611	0	0
ENSHBUG00000007612	0	0
ENSHBUG00000007613	0	0
ENSHBUG00000007614	1	28
ENSHBUG00000007615	0	0
ENSHBUG00000007616	1	42
ENSHBUG00000007617	0	0
ENSHBUG00000007618	0	0
ENSHBUG00000007619	0	0
ENSHBUG00000007620	0	0
ENSHBUG00000007621	0	0
ENSHBUG00000007622	4	27
ENSHBUG00000007623	0	0
ENSHBUG00000007624	5	21
ENSHBUG00000007625	0	0
ENSHBUG00000007626	0	0
ENSHBUG00000007627	5	12
ENSHBUG00000007628	1968	2016
ENSHBUG00000007629	0	0
ENSHBUG00000007630	11	18
ENSHBUG00000007631	0	0
ENSHBUG00000007632	0	0
ENSHBUG00000007633	26	37
ENSHBUG00000007634	1	22
ENSHBUG00000007635	0	0
ENSHBUG00000007636	0	0
ENSHBUG00000007637	0	0
ENSHBUG00000007638	0	0
ENSHBUG00000007639	0	0
ENSHBUG00000007640	0	0
ENSHBUG00000007641	3	9
ENSHBUG00000007642	0	0
ENSHBUG00000007643	874	894
ENSHBUG00000007644	0	0
ENSHBUG00000007645	3	38
ENSHBUG00000007646	0	0
ENSHBUG00000007647	553	579
ENSHBUG00000007648	1	41
ENSHBUG00000007649	51	81
ENSHBUG00000007650	0	0
ENSHBUG00000007651	0	0
ENSHBUG00000007652	46	66
ENSHBUG00000007653	24	66
ENSHBUG00000007654	0	0
ENSHBUG00000007655	3	46
ENSHBUG00000007656	0	0
ENSHBUG00000007657	1	26
ENSHBUG00000007658	1	49
ENSHBUG00000007659	0	0
ENSHBUG00000007660	0	0
ENSHBUG00000007661	0	0
ENSHBUG00000007662	4	43
ENSHBUG00000007663	0	0
ENSHBUG00000007664	0	0
ENSHBUG00000007665	0	0
ENSHBUG00000007666	0	0
ENSHBUG00000007667	8	16
ENSHBUG00000007668	0	0
ENSHBUG00000007669	5	45
ENSHBUG00000007670	0	0
ENSHBUG00000007671	0	0
ENSHBUG00000007672	1496	1506
ENSHBUG00000007673	0	0
ENSHBUG00000007674	3	11
ENSHBUG00000007675	1	17
ENSHBUG00000007676	0	0
ENSHBUG00000007677	0	0
ENSHBUG00000007678	0	0
ENSHBUG00000007679	0	0
ENSHBUG00000007680	0	0
ENSHBUG00000007681	118	156
ENSHBUG00000007682	63	96
ENSHBUG00000007683	339	340
ENSHBUG00000007684	0	0
ENSHBUG00000007685	0	0
ENSHBUG00000007686	0	0
ENSHBUG00000007687	0	0
ENSHBUG00000007688	2211	2250
ENSHBUG00000007689	0	0
ENSHBUG00000007690	0	0
ENSHBUG00000007691	1	36
ENSHBUG00000007692	0	0
ENSHBUG00000007693	1	42
ENSHBUG00000007694	0	0
ENSHBUG00000007695	0	0
ENSHBUG00000007696	1	49
ENSHBUG00000007697	0	0
ENSHBUG00000007698	1	22
ENSHBUG00000007699	0	0
ENSHBUG00000007700	0	0
ENSHBUG00000007701	0	0
ENSHBUG00000007702	1170	1214
ENSHBUG00000007703	0	0
ENSHBUG00000007704	1	40
ENSHBUG00000007705	1	28
ENSHBUG00000007706	844	871
ENSHBUG00000007707	0	0
ENSHBUG00000007708	4	12
ENSHBUG00000007709	0	0
ENSHBUG00000007710	0	0
ENSHBUG00000007711	4	14
ENSHBUG00000007712	0	0
ENSHBUG00000007713	0	0
ENSHBUG00000007714	13	31
ENSHBUG00000007715	0	0
ENSHBUG00000007716	1	5
ENSHBUG00000007717	0	0
ENSHBUG00000007718	91	109
ENSHBUG00000007719	0	0
ENSHBUG00000007720	1	41
ENSHBUG00000007721	1	34
ENSHBUG00000007722	3	40
ENSHBUG00000007723	0	0
ENSHBUG00000007724	0	0
ENSHBUG00000007725	1	43
ENSHBUG00000007726	1	35
ENSHBUG00000007727	1	9
ENSHBUG00000007728	0	0
ENSHBUG00000007729	0	0
ENSHBUG00000007730	1	47
ENSHBUG00000007731	0	0
ENSHBUG00000007732	3	13
ENSHBUG00000007733	11	25
ENSHBUG00000007734	0	0
ENSHBUG00000007735	0	0
ENSHBUG00000007736	10	17
ENSHBUG00000007737	0	0
ENSHBUG00000007738	0	0
ENSHBUG00000007739	0	0
ENSHBUG00000007740	0	0
ENSHBUG00000007741	0	0
ENSHBUG00000007742	0	0
ENSHBUG00000007743	0	0
ENSHBUG00000007744	0	0
ENSHBUG00000007745	1	3
ENSHBUG00000007746	0	0
ENSHBUG00000007747	12	13
ENSHBUG00000007748	6	30
ENSHBUG00000007749	4	10
ENSHBUG00000007750	0	0
ENSHBUG00000007751	2	3
ENSHBUG00000007752	6	37
ENSHBUG00000007753	0	0
ENSHBUG00000007754	211	216
ENSHBUG00000007755	1368	1376
ENSHBUG00000007756	1990	1996
ENSHBUG00000007757	0	0
ENSHBUG00000007758	0	0
ENSHBUG00000007759	1	21
ENSHBUG00000007760	0	0
ENSHBUG00000007761	3	41
ENSHBUG00000007762	0	0
ENSHBUG00000007763	0	0
ENSHBUG00000007764	0	0
ENSHBUG00000007765	0	0
ENSHBUG00000007766	0	0
ENSHBUG00000007767	0	0
ENSHBUG00000007768	3	15
ENSHBUG00000007769	25	60
ENSHBUG00000007770	119	157
ENSHBUG00000007771	10	48
ENSHBUG00000007772	1	32
ENSHBUG00000007773	5	6
ENSHBUG00000007774	2	44
ENSHBUG00000007775	168	201
ENSHBUG00000007776	0	0
ENSHBUG00000007777	5	53
ENSHBUG00000007778	2	37
ENSHBUG00000007779	0	0
ENSHBUG00000007780	10	55
ENSHBUG00000007781	1	3
ENSHBUG00000007782	8	31
ENSHBUG00000007783	4	13
ENSHBUG00000007784	0	0
ENSHBUG00000007785	0	0
ENSHBUG00000007786	0	0
ENSHBUG00000007787	1	30
ENSHBUG00000007788	75	105
ENSHBUG00000007789	0	0
ENSHBUG00000007790	0	0
ENSHBUG00000007791	53	72
ENSHBUG00000007792	3	33
ENSHBUG00000007793	33	59
ENSHBUG00000007794	0	0
ENSHBUG00000007795	2	35
ENSHBUG00000007796	0	0
ENSHBUG00000007797	0	0
ENSHBUG00000007798	1	17
ENSHBUG00000007799	0	0
ENSHBUG00000007800	5	48
ENSHBUG00000007801	3	18
ENSHBUG00000007802	39	48
ENSHBUG00000007803	4	35
ENSHBUG00000007804	0	0
ENSHBUG00000007805	8	26
ENSHBUG00000007806	3	13
ENSHBUG00000007807	0	0
ENSHBUG00000007808	0	0
ENSHBUG00000007809	0	0
ENSHBUG00000007810	1	48
ENSHBUG00000007811	3	18
ENSHBUG00000007812	0	0
ENSHBUG00000007813	0	0
ENSHBUG00000007814	1	24
ENSHBUG00000007815	0	0
ENSHBUG00000007816	0	0
ENSHBUG00000007817	0	0
ENSHBUG00000007818	0	0
ENSHBUG00000007819	0	0
ENSHBUG00000007820	0	0
ENSHBUG00000007821	0	0
ENSHBUG00000007822	1	44
ENSHBUG00000007823	0	0
ENSHBUG00000007824	2	34
ENSHBUG00000007825	0	0
ENSHBUG00000007826	10	37
ENSHBUG00000007827	0	0
ENSHBUG00000007828	0	0
ENSHBUG00000007829	4	37
ENSHBUG00000007830	2	41
ENSHBUG00000007831	0	0
ENSHBUG00000007832	0	0
ENSHBUG00000007833	0	0
ENSHBUG00000007834	1	22
ENSHBUG00000007835	0	0
ENSHBUG00000007836	0	0
ENSHBUG00000007837	0	0
ENSHBUG00000007838	1	44
ENSHBUG00000007839	1	32
ENSHBUG00000007840	2	5
ENSHBUG00000007841	0	0
ENSHBUG00000007842	3	37
ENSHBUG00000007843	0	0
ENSHBUG00000007844	1	35
ENSHBUG00000007845	130	151
ENSHBUG00000007846	0	0
ENSHBUG00000007847	0	0
ENSHBUG00000007848	0	0
ENSHBUG00000007849	0	0
ENSHBUG00000007850	0	0
ENSHBUG00000007851	0	0
ENSHBUG00000007852	3	34
ENSHBUG00000007853	374	375
ENSHBUG00000007854	221	225
ENSHBUG00000007855	0	0
ENSHBUG00000007856	0	0
ENSHBUG00000007857	0	0
ENSHBUG00000007858	0	0
ENSHBUG00000007859	0	0
ENSHBUG00000007860	0	0
ENSHBUG00000007861	0	0
ENSHBUG00000007862	0	0
ENSHBUG00000007863	0	0
ENSHBUG00000007864	0	0
ENSHBUG00000007865	0	0
ENSHBUG00000007866	3	32
ENSHBUG00000007867	0	0
ENSHBUG00000007868	0	0
ENSHBUG00000007869	0	0
ENSHBUG00000007870	1	36
ENSHBUG00000007871	0	0
ENSHBUG00000007872	4	36
ENSHBUG00000007873	0	0
ENSHBUG00000007874	0	0
ENSHBUG00000007875	4	22
ENSHBUG00000007876	0	0
ENSHBUG00000007877	2	33
ENSHBUG00000007878	3	5
ENSHBUG00000007879	1	39
ENSHBUG00000007880	0	0
ENSHBUG00000007881	0	0
ENSHBUG00000007882	1	22
ENSHBUG00000007883	514	532
ENSHBUG00000007884	0	0
ENSHBUG00000007885	0	0
ENSHBUG00000007886	0	0
ENSHBUG00000007887	0	0
ENSHBUG00000007888	0	0
ENSHBUG00000007889	0	0
ENSHBUG00000007890	0	0
ENSHBUG00000007891	55	96
ENSHBUG00000007892	0	0
ENSHBUG00000007893	0	0
ENSHBUG00000007894	2846	2866
ENSHBUG00000007895	0	0
ENSHBUG00000007896	0	0
ENSHBUG00000007897	0	0
ENSHBUG00000007898	0	0
ENSHBUG00000007899	1	43
ENSHBUG00000007900	0	0
ENSHBUG00000007901	0	0
ENSHBUG00000007902	1	13
ENSHBUG00000007903	1	45
ENSHBUG00000007904	0	0
ENSHBUG00000007905	6	24
ENSHBUG00000007906	3	37
ENSHBUG00000007907	0	0
ENSHBUG00000007908	2	21
ENSHBUG00000007909	0	0
ENSHBUG00000007910	0	0
ENSHBUG00000007911	17	52
ENSHBUG00000007912	39	65
ENSHBUG00000007913	0	0
ENSHBUG00000007914	2	22
ENSHBUG00000007915	0	0
ENSHBUG00000007916	9	34
ENSHBUG00000007917	14	19
ENSHBUG00000007918	1	19
ENSHBUG00000007919	0	0
ENSHBUG00000007920	0	0
ENSHBUG00000007921	21	50
ENSHBUG00000007922	52	59
ENSHBUG00000007923	6	42
ENSHBUG00000007924	0	0
ENSHBUG00000007925	0	0
ENSHBUG00000007926	0	0
ENSHBUG00000007927	2	39
ENSHBUG00000007928	3	9
ENSHBUG00000007929	2	17
ENSHBUG00000007930	1	5
ENSHBUG00000007931	3	24
ENSHBUG00000007932	0	0
ENSHBUG00000007933	0	0
ENSHBUG00000007934	0	0
ENSHBUG00000007935	7	30
ENSHBUG00000007936	226	246
ENSHBUG00000007937	0	0
ENSHBUG00000007938	1	22
ENSHBUG00000007939	0	0
ENSHBUG00000007940	1	11
ENSHBUG00000007941	0	0
ENSHBUG00000007942	1	8
ENSHBUG00000007943	352	397
ENSHBUG00000007944	1	45
ENSHBUG00000007945	1	33
ENSHBUG00000007946	0	0
ENSHBUG00000007947	0	0
ENSHBUG00000007948	0	0
ENSHBUG00000007949	16	33
ENSHBUG00000007950	2	33
ENSHBUG00000007951	1	5
ENSHBUG00000007952	0	0
ENSHBUG00000007953	7	25
ENSHBUG00000007954	0	0
ENSHBUG00000007955	0	0
ENSHBUG00000007956	19	43
ENSHBUG00000007957	2	39
ENSHBUG00000007958	0	0
ENSHBUG00000007959	0	0
ENSHBUG00000007960	0	0
ENSHBUG00000007961	2	48
ENSHBUG00000007962	6	43
ENSHBUG00000007963	0	0
ENSHBUG00000007964	0	0
ENSHBUG00000007965	1	19
ENSHBUG00000007966	0	0
ENSHBUG00000007967	11	30
ENSHBUG00000007968	1	34
ENSHBUG00000007969	0	0
ENSHBUG00000007970	0	0
ENSHBUG00000007971	1	8
ENSHBUG00000007972	0	0
ENSHBUG00000007973	0	0
ENSHBUG00000007974	0	0
ENSHBUG00000007975	0	0
ENSHBUG00000007976	0	0
ENSHBUG00000007977	0	0
ENSHBUG00000007978	0	0
ENSHBUG00000007979	0	0
ENSHBUG00000007980	0	0
ENSHBUG00000007981	0	0
ENSHBUG00000007982	0	0
ENSHBUG00000007983	0	0
ENSHBUG00000007984	0	0
ENSHBUG00000007985	0	0
ENSHBUG00000007986	0	0
ENSHBUG00000007987	0	0
ENSHBUG00000007988	1	20
ENSHBUG00000007989	0	0
ENSHBUG00000007990	8	25
ENSHBUG00000007991	0	0
ENSHBUG00000007992	0	0
ENSHBUG00000007993	0	0
ENSHBUG00000007994	7	34
ENSHBUG00000007995	0	0
ENSHBUG00000007996	2	45
ENSHBUG00000007997	88	132
ENSHBUG00000007998	1	10
ENSHBUG00000007999	2	19
ENSHBUG00000008000	0	0
ENSHBUG00000008001	0	0
ENSHBUG00000008002	0	0
ENSHBUG00000008003	3	36
ENSHBUG00000008004	5	52
ENSHBUG00000008005	0	0
ENSHBUG00000008006	1	43
ENSHBUG00000008007	0	0
ENSHBUG00000008008	0	0
ENSHBUG00000008009	0	0
ENSHBUG00000008010	0	0
ENSHBUG00000008011	0	0
ENSHBUG00000008012	0	0
ENSHBUG00000008013	0	0
ENSHBUG00000008014	0	0
ENSHBUG00000008015	0	0
ENSHBUG00000008016	0	0
ENSHBUG00000008017	2	7
ENSHBUG00000008018	3	43
ENSHBUG00000008019	0	0
ENSHBUG00000008020	2	6
ENSHBUG00000008021	0	0
ENSHBUG00000008022	17	54
ENSHBUG00000008023	0	0
ENSHBUG00000008024	0	0
ENSHBUG00000008025	0	0
ENSHBUG00000008026	5	13
ENSHBUG00000008027	1	14
ENSHBUG00000008028	1	17
ENSHBUG00000008029	15	35
ENSHBUG00000008030	0	0
ENSHBUG00000008031	0	0
ENSHBUG00000008032	2	23
ENSHBUG00000008033	0	0
ENSHBUG00000008034	3	17
ENSHBUG00000008035	43	48
ENSHBUG00000008036	0	0
ENSHBUG00000008037	1	41
ENSHBUG00000008038	1	33
ENSHBUG00000008039	0	0
ENSHBUG00000008040	4	26
ENSHBUG00000008041	6	32
ENSHBUG00000008042	0	0
ENSHBUG00000008043	1	8
ENSHBUG00000008044	0	0
ENSHBUG00000008045	0	0
ENSHBUG00000008046	0	0
ENSHBUG00000008047	0	0
ENSHBUG00000008048	0	0
ENSHBUG00000008049	1	34
ENSHBUG00000008050	0	0
ENSHBUG00000008051	2	27
ENSHBUG00000008052	0	0
ENSHBUG00000008053	1	11
ENSHBUG00000008054	0	0
ENSHBUG00000008055	0	0
ENSHBUG00000008056	1	33
ENSHBUG00000008057	388	405
ENSHBUG00000008058	0	0
ENSHBUG00000008059	29	51
ENSHBUG00000008060	0	0
ENSHBUG00000008061	3	23
ENSHBUG00000008062	2	6
ENSHBUG00000008063	0	0
ENSHBUG00000008064	1	17
ENSHBUG00000008065	0	0
ENSHBUG00000008066	0	0
ENSHBUG00000008067	9	50
ENSHBUG00000008068	2	32
ENSHBUG00000008069	28	61
ENSHBUG00000008070	0	0
ENSHBUG00000008071	1	12
ENSHBUG00000008072	19	46
ENSHBUG00000008073	0	0
ENSHBUG00000008074	2	40
ENSHBUG00000008075	0	0
ENSHBUG00000008076	0	0
ENSHBUG00000008077	0	0
ENSHBUG00000008078	0	0
ENSHBUG00000008079	2	32
ENSHBUG00000008080	2	36
ENSHBUG00000008081	0	0
ENSHBUG00000008082	3	13
ENSHBUG00000008083	0	0
ENSHBUG00000008084	0	0
ENSHBUG00000008085	0	0
ENSHBUG00000008086	0	0
ENSHBUG00000008087	0	0
ENSHBUG00000008088	13	25
ENSHBUG00000008089	0	0
ENSHBUG00000008090	0	0
ENSHBUG00000008091	4	11
ENSHBUG00000008092	0	0
ENSHBUG00000008093	5	23
ENSHBUG00000008094	0	0
ENSHBUG00000008095	16	42
ENSHBUG00000008096	0	0
ENSHBUG00000008097	0	0
ENSHBUG00000008098	0	0
ENSHBUG00000008099	4	13
ENSHBUG00000008100	60	100
ENSHBUG00000008101	0	0
ENSHBUG00000008102	0	0
ENSHBUG00000008103	0	0
ENSHBUG00000008104	0	0
ENSHBUG00000008105	1	40
ENSHBUG00000008106	0	0
ENSHBUG00000008107	0	0
ENSHBUG00000008108	1	31
ENSHBUG00000008109	0	0
ENSHBUG00000008110	1003	1039
ENSHBUG00000008111	8	28
ENSHBUG00000008112	1	32
ENSHBUG00000008113	15	29
ENSHBUG00000008114	0	0
ENSHBUG00000008115	60	80
ENSHBUG00000008116	12	23
ENSHBUG00000008117	1	36
ENSHBUG00000008118	0	0
ENSHBUG00000008119	6	31
ENSHBUG00000008120	0	0
ENSHBUG00000008121	16	39
ENSHBUG00000008122	0	0
ENSHBUG00000008123	1	28
ENSHBUG00000008124	0	0
ENSHBUG00000008125	11	53
ENSHBUG00000008126	0	0
ENSHBUG00000008127	147	187
ENSHBUG00000008128	3	44
ENSHBUG00000008129	12	24
ENSHBUG00000008130	0	0
ENSHBUG00000008131	0	0
ENSHBUG00000008132	0	0
ENSHBUG00000008133	0	0
ENSHBUG00000008134	0	0
ENSHBUG00000008135	0	0
ENSHBUG00000008136	704	741
ENSHBUG00000008137	17	41
ENSHBUG00000008138	0	0
ENSHBUG00000008139	92	118
ENSHBUG00000008140	68	106
ENSHBUG00000008141	0	0
ENSHBUG00000008142	0	0
ENSHBUG00000008143	7	21
ENSHBUG00000008144	0	0
ENSHBUG00000008145	0	0
ENSHBUG00000008146	0	0
ENSHBUG00000008147	3	11
ENSHBUG00000008148	0	0
ENSHBUG00000008149	0	0
ENSHBUG00000008150	0	0
ENSHBUG00000008151	6	9
ENSHBUG00000008152	0	0
ENSHBUG00000008153	0	0
ENSHBUG00000008154	0	0
ENSHBUG00000008155	302	303
ENSHBUG00000008156	0	0
ENSHBUG00000008157	0	0
ENSHBUG00000008158	0	0
ENSHBUG00000008159	0	0
ENSHBUG00000008160	0	0
ENSHBUG00000008161	0	0
ENSHBUG00000008162	6	7
ENSHBUG00000008163	0	0
ENSHBUG00000008164	0	0
ENSHBUG00000008165	0	0
ENSHBUG00000008166	31	48
ENSHBUG00000008167	378	405
ENSHBUG00000008168	2	40
ENSHBUG00000008169	0	0
ENSHBUG00000008170	0	0
ENSHBUG00000008171	0	0
ENSHBUG00000008172	0	0
ENSHBUG00000008173	0	0
ENSHBUG00000008174	69	94
ENSHBUG00000008175	1	34
ENSHBUG00000008176	0	0
ENSHBUG00000008177	0	0
ENSHBUG00000008178	9	19
ENSHBUG00000008179	0	0
ENSHBUG00000008180	0	0
ENSHBUG00000008181	450	454
ENSHBUG00000008182	0	0
ENSHBUG00000008183	0	0
ENSHBUG00000008184	0	0
ENSHBUG00000008185	1	35
ENSHBUG00000008186	0	0
ENSHBUG00000008187	0	0
ENSHBUG00000008188	0	0
ENSHBUG00000008189	0	0
ENSHBUG00000008190	5	6
ENSHBUG00000008191	0	0
ENSHBUG00000008192	0	0
ENSHBUG00000008193	0	0
ENSHBUG00000008194	0	0
ENSHBUG00000008195	0	0
ENSHBUG00000008196	1	46
ENSHBUG00000008197	0	0
ENSHBUG00000008198	0	0
ENSHBUG00000008199	2	29
ENSHBUG00000008200	14	52
ENSHBUG00000008201	0	0
ENSHBUG00000008202	0	0
ENSHBUG00000008203	0	0
ENSHBUG00000008204	0	0
ENSHBUG00000008205	0	0
ENSHBUG00000008206	17	52
ENSHBUG00000008207	2	30
ENSHBUG00000008208	553	578
ENSHBUG00000008209	0	0
ENSHBUG00000008210	0	0
ENSHBUG00000008211	0	0
ENSHBUG00000008212	3	50
ENSHBUG00000008213	5	6
ENSHBUG00000008214	0	0
ENSHBUG00000008215	2	42
ENSHBUG00000008216	64	94
ENSHBUG00000008217	3	20
ENSHBUG00000008218	0	0
ENSHBUG00000008219	1	32
ENSHBUG00000008220	0	0
ENSHBUG00000008221	3	23
ENSHBUG00000008222	0	0
ENSHBUG00000008223	0	0
ENSHBUG00000008224	2	37
ENSHBUG00000008225	0	0
ENSHBUG00000008226	1	8
ENSHBUG00000008227	0	0
ENSHBUG00000008228	3	6
ENSHBUG00000008229	1	31
ENSHBUG00000008230	0	0
ENSHBUG00000008231	0	0
ENSHBUG00000008232	1	29
ENSHBUG00000008233	0	0
ENSHBUG00000008234	12	14
ENSHBUG00000008235	0	0
ENSHBUG00000008236	0	0
ENSHBUG00000008237	2	50
ENSHBUG00000008238	0	0
ENSHBUG00000008239	1	25
ENSHBUG00000008240	0	0
ENSHBUG00000008241	7	21
ENSHBUG00000008242	0	0
ENSHBUG00000008243	1	20
ENSHBUG00000008244	2	23
ENSHBUG00000008245	169	207
ENSHBUG00000008246	0	0
ENSHBUG00000008247	0	0
ENSHBUG00000008248	1	45
ENSHBUG00000008249	8	53
ENSHBUG00000008250	1	19
ENSHBUG00000008251	0	0
ENSHBUG00000008252	11	26
ENSHBUG00000008253	1	8
ENSHBUG00000008254	0	0
ENSHBUG00000008255	0	0
ENSHBUG00000008256	0	0
ENSHBUG00000008257	0	0
ENSHBUG00000008258	0	0
ENSHBUG00000008259	6	23
ENSHBUG00000008260	0	0
ENSHBUG00000008261	0	0
ENSHBUG00000008262	0	0
ENSHBUG00000008263	34	72
ENSHBUG00000008264	1	26
ENSHBUG00000008265	0	0
ENSHBUG00000008266	10	49
ENSHBUG00000008267	0	0
ENSHBUG00000008268	1	13
ENSHBUG00000008269	21	25
ENSHBUG00000008270	0	0
ENSHBUG00000008271	0	0
ENSHBUG00000008272	0	0
ENSHBUG00000008273	0	0
ENSHBUG00000008274	0	0
ENSHBUG00000008275	1	21
ENSHBUG00000008276	0	0
ENSHBUG00000008277	0	0
ENSHBUG00000008278	30	74
ENSHBUG00000008279	0	0
ENSHBUG00000008280	0	0
ENSHBUG00000008281	333	373
ENSHBUG00000008282	6	21
ENSHBUG00000008283	0	0
ENSHBUG00000008284	0	0
ENSHBUG00000008285	0	0
ENSHBUG00000008286	0	0
ENSHBUG00000008287	0	0
ENSHBUG00000008288	1	21
ENSHBUG00000008289	2	10
ENSHBUG00000008290	14	47
ENSHBUG00000008291	0	0
ENSHBUG00000008292	0	0
ENSHBUG00000008293	0	0
ENSHBUG00000008294	1	33
ENSHBUG00000008295	0	0
