Gene	Mz_1_Eye	Mz_2_Eye
ENSMZEG00005000865	409	280
ENSMZEG00005000866	24235	7493
ENSMZEG00005000867	0	0
ENSMZEG00005000868	0	2
ENSMZEG00005000869	0	0
ENSMZEG00005000870	0	0
ENSMZEG00005000871	0	0
ENSMZEG00005000872	1356	1382
ENSMZEG00005000873	0	2
ENSMZEG00005000874	0	0
ENSMZEG00005000875	0	3
ENSMZEG00005000876	2	2
ENSMZEG00005000877	0	0
ENSMZEG00005000878	0	0
ENSMZEG00005000879	1	1
ENSMZEG00005000880	2	1
ENSMZEG00005000881	2	5
ENSMZEG00005000882	0	0
ENSMZEG00005000883	4	3
ENSMZEG00005000884	4	1
ENSMZEG00005000885	0	0
ENSMZEG00005000886	0	0
ENSMZEG00005000887	80	255
ENSMZEG00005000888	1	0
ENSMZEG00005000889	13	6
ENSMZEG00005000890	1	4
ENSMZEG00005000891	13	8
ENSMZEG00005000892	0	0
ENSMZEG00005000893	0	0
ENSMZEG00005000894	0	1
ENSMZEG00005000895	0	0
ENSMZEG00005000896	0	0
ENSMZEG00005000897	0	1
ENSMZEG00005000898	5	3
ENSMZEG00005000899	0	0
ENSMZEG00005000900	0	4
ENSMZEG00005000901	0	0
ENSMZEG00005000902	0	0
ENSMZEG00005000903	0	0
ENSMZEG00005000904	0	0
ENSMZEG00005000905	1	1
ENSMZEG00005000906	382	5876
ENSMZEG00005000907	0	0
ENSMZEG00005000908	11	1
ENSMZEG00005000909	5	7
ENSMZEG00005000910	0	0
ENSMZEG00005000911	0	0
ENSMZEG00005000912	77	543
ENSMZEG00005000913	419	1297
ENSMZEG00005000914	0	0
ENSMZEG00005000915	0	0
ENSMZEG00005000916	5	3
ENSMZEG00005000917	0	0
ENSMZEG00005000918	0	0
ENSMZEG00005000919	0	0
ENSMZEG00005000920	3	24
ENSMZEG00005000921	1	0
ENSMZEG00005000922	0	0
ENSMZEG00005000923	1	0
ENSMZEG00005000924	0	0
ENSMZEG00005000925	113	668
ENSMZEG00005000926	0	0
ENSMZEG00005000927	0	2
ENSMZEG00005000928	2	9
ENSMZEG00005000929	1	0
ENSMZEG00005000930	0	0
ENSMZEG00005000931	0	0
ENSMZEG00005000932	0	0
ENSMZEG00005000933	8	1
ENSMZEG00005000934	0	0
ENSMZEG00005000935	0	0
ENSMZEG00005000936	0	0
ENSMZEG00005000937	0	0
ENSMZEG00005000938	1	0
ENSMZEG00005000939	2021	1944
ENSMZEG00005000940	0	0
ENSMZEG00005000941	4	0
ENSMZEG00005000942	7	50
ENSMZEG00005000943	2	0
ENSMZEG00005000944	0	0
ENSMZEG00005000945	80	35
ENSMZEG00005000946	0	0
ENSMZEG00005000947	4	0
ENSMZEG00005000948	6	3
ENSMZEG00005000949	0	1
ENSMZEG00005000950	1282	506
ENSMZEG00005000951	314	839
ENSMZEG00005000952	0	0
ENSMZEG00005000953	0	0
ENSMZEG00005000954	6	0
ENSMZEG00005000955	2	0
ENSMZEG00005000956	0	0
ENSMZEG00005000957	0	0
ENSMZEG00005000958	0	0
ENSMZEG00005000959	0	0
ENSMZEG00005000960	4	9
ENSMZEG00005000961	0	0
ENSMZEG00005000962	2	8
ENSMZEG00005000963	0	0
ENSMZEG00005000964	0	0
ENSMZEG00005000965	3	0
ENSMZEG00005000966	4	41
ENSMZEG00005000967	0	2
ENSMZEG00005000968	7	5
ENSMZEG00005000969	0	2
ENSMZEG00005000970	10	8
ENSMZEG00005000971	532	385
ENSMZEG00005000972	1	3
ENSMZEG00005000973	8	2
ENSMZEG00005000974	57	90
ENSMZEG00005000975	28	14
ENSMZEG00005000976	0	0
ENSMZEG00005000977	0	0
ENSMZEG00005000978	401	1840
ENSMZEG00005000979	0	0
ENSMZEG00005000980	0	0
ENSMZEG00005000981	7	9
ENSMZEG00005000982	0	0
ENSMZEG00005000983	1168	400
ENSMZEG00005000984	0	0
ENSMZEG00005000985	4	0
ENSMZEG00005000986	0	0
ENSMZEG00005000987	1	5
ENSMZEG00005000988	0	0
ENSMZEG00005000989	5	0
ENSMZEG00005000990	0	0
ENSMZEG00005000991	0	0
ENSMZEG00005000992	2	14
ENSMZEG00005000993	2	5
ENSMZEG00005000994	0	0
ENSMZEG00005000995	0	2
ENSMZEG00005000996	0	0
ENSMZEG00005000997	19	4
ENSMZEG00005000998	0	0
ENSMZEG00005000999	0	5
ENSMZEG00005001000	0	0
ENSMZEG00005001001	4	12
ENSMZEG00005001002	2	0
ENSMZEG00005001003	1	5
ENSMZEG00005001004	6	6
ENSMZEG00005001005	0	0
ENSMZEG00005001006	0	1
ENSMZEG00005001007	0	0
ENSMZEG00005001008	2	2
ENSMZEG00005001009	0	0
ENSMZEG00005001010	4	1
ENSMZEG00005001011	0	0
ENSMZEG00005001012	2	6
ENSMZEG00005001013	2	4
ENSMZEG00005001014	1	0
ENSMZEG00005001015	653	678
ENSMZEG00005001016	0	0
ENSMZEG00005001017	0	1
ENSMZEG00005001018	0	0
ENSMZEG00005001019	0	0
ENSMZEG00005001020	0	0
ENSMZEG00005001021	0	5
ENSMZEG00005001022	0	0
ENSMZEG00005001023	20	17
ENSMZEG00005001024	0	0
ENSMZEG00005001025	3	16
ENSMZEG00005001026	0	1
ENSMZEG00005001027	0	4
ENSMZEG00005001028	1	0
ENSMZEG00005001029	0	6
ENSMZEG00005001030	15	18
ENSMZEG00005001031	7	9
ENSMZEG00005001032	0	0
ENSMZEG00005001033	2	5
ENSMZEG00005001034	0	10
ENSMZEG00005001035	0	0
ENSMZEG00005001036	1	0
ENSMZEG00005001037	0	0
ENSMZEG00005001038	280	112
ENSMZEG00005001039	2	1
ENSMZEG00005001040	0	7
ENSMZEG00005001041	1	1
ENSMZEG00005001042	0	0
ENSMZEG00005001043	0	0
ENSMZEG00005001044	0	0
ENSMZEG00005001045	0	0
ENSMZEG00005001046	0	2
ENSMZEG00005001047	4	0
ENSMZEG00005001048	0	0
ENSMZEG00005001049	0	0
ENSMZEG00005001050	0	0
ENSMZEG00005001051	3	3
ENSMZEG00005001052	58	34
ENSMZEG00005001053	1	2
ENSMZEG00005001054	1	1
ENSMZEG00005001055	16	20
ENSMZEG00005001056	0	0
ENSMZEG00005001057	9	1
ENSMZEG00005001058	0	0
ENSMZEG00005001059	0	0
ENSMZEG00005001060	5	4
ENSMZEG00005001061	0	5
ENSMZEG00005001062	530	2431
ENSMZEG00005001063	68	36
ENSMZEG00005001064	72	50
ENSMZEG00005001065	0	0
ENSMZEG00005001066	0	7
ENSMZEG00005001067	5	3
ENSMZEG00005001068	0	0
ENSMZEG00005001069	0	0
ENSMZEG00005001070	4	1
ENSMZEG00005001071	1	0
ENSMZEG00005001072	0	1
ENSMZEG00005001073	0	0
ENSMZEG00005001074	1	0
ENSMZEG00005001075	2	6
ENSMZEG00005001076	1	2
ENSMZEG00005001077	0	0
ENSMZEG00005001078	0	0
ENSMZEG00005001079	11	1
ENSMZEG00005001080	0	0
ENSMZEG00005001081	0	0
ENSMZEG00005001082	4	7
ENSMZEG00005001083	0	0
ENSMZEG00005001084	0	0
ENSMZEG00005001085	0	13
ENSMZEG00005001086	1	4
ENSMZEG00005001087	0	0
ENSMZEG00005001088	0	0
ENSMZEG00005001089	0	0
ENSMZEG00005001090	0	0
ENSMZEG00005001091	4	0
ENSMZEG00005001092	4	5
ENSMZEG00005001093	0	0
ENSMZEG00005001094	13	5
ENSMZEG00005001095	0	1
ENSMZEG00005001096	1	0
ENSMZEG00005001097	0	0
ENSMZEG00005001098	6205	4875
ENSMZEG00005001099	0	0
ENSMZEG00005001100	2	0
ENSMZEG00005001101	2	4
ENSMZEG00005001102	2	0
ENSMZEG00005001103	1	1
ENSMZEG00005001104	126	477
ENSMZEG00005001105	4	0
ENSMZEG00005001106	0	5
ENSMZEG00005001107	0	0
ENSMZEG00005001108	0	0
ENSMZEG00005001109	0	0
ENSMZEG00005001110	12	4
ENSMZEG00005001111	0	0
ENSMZEG00005001112	1	1
ENSMZEG00005001113	0	0
ENSMZEG00005001114	0	0
ENSMZEG00005001115	9	2
ENSMZEG00005001116	0	0
ENSMZEG00005001117	0	0
ENSMZEG00005001118	95	48
ENSMZEG00005001119	13	5
ENSMZEG00005001120	0	0
ENSMZEG00005001121	1	0
ENSMZEG00005001122	1	2
ENSMZEG00005001123	1	0
ENSMZEG00005001124	1	0
ENSMZEG00005001125	0	0
ENSMZEG00005001126	0	0
ENSMZEG00005001127	2	23
ENSMZEG00005001128	1	0
ENSMZEG00005001129	1	0
ENSMZEG00005001130	82	58
ENSMZEG00005001131	1	4
ENSMZEG00005001132	4	2
ENSMZEG00005001133	0	0
ENSMZEG00005001134	0	4
ENSMZEG00005001135	2	1
ENSMZEG00005001136	0	5
ENSMZEG00005001137	6	24
ENSMZEG00005001138	3	2
ENSMZEG00005001139	0	0
ENSMZEG00005001140	0	0
ENSMZEG00005001141	3	1
ENSMZEG00005001142	0	1
ENSMZEG00005001143	0	3
ENSMZEG00005001144	0	0
ENSMZEG00005001145	1	1
ENSMZEG00005001146	18	70
ENSMZEG00005001147	0	0
ENSMZEG00005001148	0	0
ENSMZEG00005001149	0	0
ENSMZEG00005001150	4	5
ENSMZEG00005001151	0	0
ENSMZEG00005001152	18	23
ENSMZEG00005001153	127	120
ENSMZEG00005001154	1	0
ENSMZEG00005001155	0	0
ENSMZEG00005001156	29	13
ENSMZEG00005001157	5	7
ENSMZEG00005001158	0	0
ENSMZEG00005001159	0	0
ENSMZEG00005001160	0	0
ENSMZEG00005001161	0	0
ENSMZEG00005001162	0	0
ENSMZEG00005001163	0	0
ENSMZEG00005001164	0	0
ENSMZEG00005001165	0	0
ENSMZEG00005001166	0	0
ENSMZEG00005001167	0	0
ENSMZEG00005001168	1	3
ENSMZEG00005001169	1	0
ENSMZEG00005001170	2	0
ENSMZEG00005001171	41	219
ENSMZEG00005001172	0	0
ENSMZEG00005001173	0	0
ENSMZEG00005001174	7	1
ENSMZEG00005001175	0	0
ENSMZEG00005001176	14	3
ENSMZEG00005001177	0	0
ENSMZEG00005001178	1	0
ENSMZEG00005001179	0	0
ENSMZEG00005001180	0	1
ENSMZEG00005001181	4	14
ENSMZEG00005001182	2	10
ENSMZEG00005001183	2	1
ENSMZEG00005001184	0	4
ENSMZEG00005001185	9	32
ENSMZEG00005001186	2	0
ENSMZEG00005001187	55	5
ENSMZEG00005001188	0	0
ENSMZEG00005001189	1	20
ENSMZEG00005001190	15	10
ENSMZEG00005001191	0	0
ENSMZEG00005001192	2	0
ENSMZEG00005001193	0	0
ENSMZEG00005001194	0	0
ENSMZEG00005001195	23	5
ENSMZEG00005001196	1	1
ENSMZEG00005001197	0	2
ENSMZEG00005001198	0	0
ENSMZEG00005001199	1	0
ENSMZEG00005001200	0	19
ENSMZEG00005001201	38	14
ENSMZEG00005001202	0	0
ENSMZEG00005001203	24	7
ENSMZEG00005001204	0	0
ENSMZEG00005001205	0	0
ENSMZEG00005001206	0	0
ENSMZEG00005001207	1	0
ENSMZEG00005001208	0	0
ENSMZEG00005001209	1	3
ENSMZEG00005001210	0	0
ENSMZEG00005001211	18	11
ENSMZEG00005001212	8	11
ENSMZEG00005001213	2	2
ENSMZEG00005001214	0	1
ENSMZEG00005001215	0	0
ENSMZEG00005001216	0	0
ENSMZEG00005001217	1	0
ENSMZEG00005001218	15	74
ENSMZEG00005001219	0	3
ENSMZEG00005001220	1	2
ENSMZEG00005001221	0	0
ENSMZEG00005001222	0	0
ENSMZEG00005001223	3	1
ENSMZEG00005001224	0	1
ENSMZEG00005001225	0	0
ENSMZEG00005001226	8	6
ENSMZEG00005001227	5	5
ENSMZEG00005001228	0	2
ENSMZEG00005001229	20	0
ENSMZEG00005001230	151	364
ENSMZEG00005001231	0	0
ENSMZEG00005001232	3	5
ENSMZEG00005001233	0	0
ENSMZEG00005001234	0	0
ENSMZEG00005001235	0	1
ENSMZEG00005001236	0	0
ENSMZEG00005001237	0	0
ENSMZEG00005001238	14	27
ENSMZEG00005001239	0	0
ENSMZEG00005001240	2	0
ENSMZEG00005001241	2	0
ENSMZEG00005001242	3	0
ENSMZEG00005001243	5	2
ENSMZEG00005001244	0	0
ENSMZEG00005001245	2	2
ENSMZEG00005001246	66	36
ENSMZEG00005001247	14	10
ENSMZEG00005001248	8	0
ENSMZEG00005001249	1	0
ENSMZEG00005001250	2	0
ENSMZEG00005001251	0	0
ENSMZEG00005001252	0	0
ENSMZEG00005001253	0	0
ENSMZEG00005001254	1	0
ENSMZEG00005001255	0	0
ENSMZEG00005001256	0	1
ENSMZEG00005001257	2	0
ENSMZEG00005001258	1	4
ENSMZEG00005001259	0	0
ENSMZEG00005001260	0	0
ENSMZEG00005001261	2	0
ENSMZEG00005001262	3	11
ENSMZEG00005001263	0	0
ENSMZEG00005001264	7	5
ENSMZEG00005001265	0	2
ENSMZEG00005001266	35	5
ENSMZEG00005001267	147	218
ENSMZEG00005001268	5	6
ENSMZEG00005001269	1	6
ENSMZEG00005001270	1	0
ENSMZEG00005001271	1	2
ENSMZEG00005001272	5	4
ENSMZEG00005001273	1	2
ENSMZEG00005001274	0	0
ENSMZEG00005001275	0	0
ENSMZEG00005001276	0	0
ENSMZEG00005001277	0	0
ENSMZEG00005001278	5	22
ENSMZEG00005001279	0	0
ENSMZEG00005001280	23	95
ENSMZEG00005001281	187	45
ENSMZEG00005001282	0	5
ENSMZEG00005001283	0	0
ENSMZEG00005001284	4	5
ENSMZEG00005001285	100	66
ENSMZEG00005001286	0	0
ENSMZEG00005001287	0	0
ENSMZEG00005001288	1	0
ENSMZEG00005001289	17	9
ENSMZEG00005001290	0	0
ENSMZEG00005001291	2	3
ENSMZEG00005001292	4	0
ENSMZEG00005001293	12	3
ENSMZEG00005001294	0	0
ENSMZEG00005001295	22	2
ENSMZEG00005001296	89	71
ENSMZEG00005001297	0	0
ENSMZEG00005001298	1	0
ENSMZEG00005001299	4	19
ENSMZEG00005001300	14	0
ENSMZEG00005001301	1	1
ENSMZEG00005001302	0	0
ENSMZEG00005001303	0	0
ENSMZEG00005001304	0	0
ENSMZEG00005001305	0	0
ENSMZEG00005001306	0	0
ENSMZEG00005001307	0	0
ENSMZEG00005001308	3	5
ENSMZEG00005001309	1	0
ENSMZEG00005001310	0	2
ENSMZEG00005001311	17	29
ENSMZEG00005001312	10	2
ENSMZEG00005001313	40	168
ENSMZEG00005001314	13	22
ENSMZEG00005001315	0	1
ENSMZEG00005001316	7	20
ENSMZEG00005001317	2	1
ENSMZEG00005001318	0	0
ENSMZEG00005001319	309	343
ENSMZEG00005001320	0	4
ENSMZEG00005001321	0	4
ENSMZEG00005001322	8	4
ENSMZEG00005001323	3	21
ENSMZEG00005001324	0	0
ENSMZEG00005001325	1	0
ENSMZEG00005001326	0	0
ENSMZEG00005001327	3	1
ENSMZEG00005001328	1	0
ENSMZEG00005001329	3	2
ENSMZEG00005001330	0	2
ENSMZEG00005001331	0	0
ENSMZEG00005001332	3	0
ENSMZEG00005001333	1	0
ENSMZEG00005001334	2	0
ENSMZEG00005001335	0	0
ENSMZEG00005001336	0	0
ENSMZEG00005001337	2	1
ENSMZEG00005001338	1	2
ENSMZEG00005001339	1	1
ENSMZEG00005001340	6	1
ENSMZEG00005001341	8	0
ENSMZEG00005001342	1	2
ENSMZEG00005001343	0	0
ENSMZEG00005001344	0	0
ENSMZEG00005001345	2	16
ENSMZEG00005001346	205	194
ENSMZEG00005001347	0	0
ENSMZEG00005001348	15	13
ENSMZEG00005001349	3	0
ENSMZEG00005001350	1	3
ENSMZEG00005001351	0	2
ENSMZEG00005001352	7	9
ENSMZEG00005001353	0	0
ENSMZEG00005001354	7	0
ENSMZEG00005001355	8	23
ENSMZEG00005001356	0	0
ENSMZEG00005001357	227	48
ENSMZEG00005001358	0	0
ENSMZEG00005001359	5	12
ENSMZEG00005001360	0	0
ENSMZEG00005001361	0	1
ENSMZEG00005001362	0	5
ENSMZEG00005001363	0	0
ENSMZEG00005001364	0	0
ENSMZEG00005001365	0	0
ENSMZEG00005001366	1	7
ENSMZEG00005001367	0	0
ENSMZEG00005001368	1	0
ENSMZEG00005001369	0	0
ENSMZEG00005001370	0	0
ENSMZEG00005001371	0	0
ENSMZEG00005001372	1	0
ENSMZEG00005001373	21	5
ENSMZEG00005001374	4	15
ENSMZEG00005001375	1	0
ENSMZEG00005001376	0	0
ENSMZEG00005001377	0	0
ENSMZEG00005001378	0	0
ENSMZEG00005001379	5	0
ENSMZEG00005001380	1672	161
ENSMZEG00005001381	0	0
ENSMZEG00005001382	2	5
ENSMZEG00005001383	0	0
ENSMZEG00005001384	1	2
ENSMZEG00005001385	0	0
ENSMZEG00005001386	0	0
ENSMZEG00005001387	0	0
ENSMZEG00005001388	0	0
ENSMZEG00005001389	0	1
ENSMZEG00005001390	1	0
ENSMZEG00005001391	0	0
ENSMZEG00005001392	0	0
ENSMZEG00005001393	0	1
ENSMZEG00005001394	86	25
ENSMZEG00005001395	1	0
ENSMZEG00005001396	0	0
ENSMZEG00005001397	0	0
ENSMZEG00005001398	0	1
ENSMZEG00005001399	5	0
ENSMZEG00005001400	3	1
ENSMZEG00005001401	174	259
ENSMZEG00005001402	450	79
ENSMZEG00005001403	0	0
ENSMZEG00005001404	1	4
ENSMZEG00005001405	3	0
ENSMZEG00005001406	0	0
ENSMZEG00005001407	0	0
ENSMZEG00005001408	15	67
ENSMZEG00005001409	0	0
ENSMZEG00005001410	1	0
ENSMZEG00005001411	0	0
ENSMZEG00005001412	24	4
ENSMZEG00005001413	370	120
ENSMZEG00005001414	1	1
ENSMZEG00005001415	0	0
ENSMZEG00005001416	5	0
ENSMZEG00005001417	0	0
ENSMZEG00005001418	3	9
ENSMZEG00005001419	351	935
ENSMZEG00005001420	0	0
ENSMZEG00005001421	9	8
ENSMZEG00005001422	1	0
ENSMZEG00005001423	0	0
ENSMZEG00005001424	0	0
ENSMZEG00005001425	0	0
ENSMZEG00005001426	16	11
ENSMZEG00005001427	0	0
ENSMZEG00005001428	0	2
ENSMZEG00005001429	0	0
ENSMZEG00005001430	345	484
ENSMZEG00005001431	13	1
ENSMZEG00005001432	163	181
ENSMZEG00005001433	0	0
ENSMZEG00005001434	0	0
ENSMZEG00005001435	0	0
ENSMZEG00005001436	0	0
ENSMZEG00005001437	1	3
ENSMZEG00005001438	376	222
ENSMZEG00005001439	2	2
ENSMZEG00005001440	8	2
ENSMZEG00005001441	1	1
ENSMZEG00005001442	0	0
ENSMZEG00005001443	0	0
ENSMZEG00005001444	0	0
ENSMZEG00005001445	0	0
ENSMZEG00005001446	0	0
ENSMZEG00005001447	0	0
ENSMZEG00005001448	33	162
ENSMZEG00005001449	6	2
ENSMZEG00005001450	2	4
ENSMZEG00005001451	576	454
ENSMZEG00005001452	0	0
ENSMZEG00005001453	7	17
ENSMZEG00005001454	0	0
ENSMZEG00005001455	2	0
ENSMZEG00005001456	0	0
ENSMZEG00005001457	12	13
ENSMZEG00005001458	1	0
ENSMZEG00005001459	234	259
ENSMZEG00005001460	3	0
ENSMZEG00005001461	0	0
ENSMZEG00005001462	0	0
ENSMZEG00005001463	1	0
ENSMZEG00005001464	0	0
ENSMZEG00005001465	0	0
ENSMZEG00005001466	0	0
ENSMZEG00005001467	2	2
ENSMZEG00005001468	0	0
ENSMZEG00005001469	0	4
ENSMZEG00005001470	156	4
ENSMZEG00005001471	9	4
ENSMZEG00005001472	0	0
ENSMZEG00005001473	0	0
ENSMZEG00005001474	0	0
ENSMZEG00005001475	0	0
ENSMZEG00005001476	4	6
ENSMZEG00005001477	15	18
ENSMZEG00005001478	0	0
ENSMZEG00005001479	0	0
ENSMZEG00005001480	0	0
ENSMZEG00005001481	0	0
ENSMZEG00005001482	0	0
ENSMZEG00005001483	672	1515
ENSMZEG00005001484	0	0
ENSMZEG00005001485	0	0
ENSMZEG00005001486	499	44
ENSMZEG00005001487	16	4
ENSMZEG00005001488	1	0
ENSMZEG00005001489	1	1
ENSMZEG00005001490	1056	1565
ENSMZEG00005001491	0	0
ENSMZEG00005001492	0	0
ENSMZEG00005001493	1	2
ENSMZEG00005001494	3	2
ENSMZEG00005001495	0	0
ENSMZEG00005001496	0	1
ENSMZEG00005001497	0	0
ENSMZEG00005001498	2	20
ENSMZEG00005001499	0	0
ENSMZEG00005001500	0	2
ENSMZEG00005001501	1	0
ENSMZEG00005001502	0	0
ENSMZEG00005001503	335	404
ENSMZEG00005001504	290	44
ENSMZEG00005001505	0	0
ENSMZEG00005001506	6	0
ENSMZEG00005001507	4	2
ENSMZEG00005001508	0	1
ENSMZEG00005001509	0	1
ENSMZEG00005001510	1	4
ENSMZEG00005001511	13	11
ENSMZEG00005001512	0	0
ENSMZEG00005001513	0	0
ENSMZEG00005001514	0	0
ENSMZEG00005001515	0	0
ENSMZEG00005001516	9	4
ENSMZEG00005001517	1	0
ENSMZEG00005001518	0	0
ENSMZEG00005001519	0	0
ENSMZEG00005001520	0	0
ENSMZEG00005001521	0	4
ENSMZEG00005001522	0	0
ENSMZEG00005001523	45	13
ENSMZEG00005001524	2	3
ENSMZEG00005001525	0	0
ENSMZEG00005001526	0	0
ENSMZEG00005001527	0	0
ENSMZEG00005001528	0	0
ENSMZEG00005001529	0	0
ENSMZEG00005001530	9	8
ENSMZEG00005001531	1	5
ENSMZEG00005001532	0	7
ENSMZEG00005001533	0	0
ENSMZEG00005001534	5	6
ENSMZEG00005001535	5	16
ENSMZEG00005001536	1538	261
ENSMZEG00005001537	0	0
ENSMZEG00005001538	0	0
ENSMZEG00005001539	3	0
ENSMZEG00005001540	0	0
ENSMZEG00005001541	0	0
ENSMZEG00005001542	3	1
ENSMZEG00005001543	29	10
ENSMZEG00005001544	4	5
ENSMZEG00005001545	2	1
ENSMZEG00005001546	0	2
ENSMZEG00005001547	9	1
ENSMZEG00005001548	0	1
ENSMZEG00005001549	1	0
ENSMZEG00005001550	9	25
ENSMZEG00005001551	8	0
ENSMZEG00005001552	0	0
ENSMZEG00005001553	157695	36521
ENSMZEG00005001554	2	0
ENSMZEG00005001555	1	3
ENSMZEG00005001556	0	0
ENSMZEG00005001557	0	0
ENSMZEG00005001558	0	2
ENSMZEG00005001559	0	0
ENSMZEG00005001560	8	1
ENSMZEG00005001561	0	0
ENSMZEG00005001562	7	3
ENSMZEG00005001563	2	2
ENSMZEG00005001564	0	0
ENSMZEG00005001565	3	4
ENSMZEG00005001566	0	1
ENSMZEG00005001567	3	5
ENSMZEG00005001568	12	72
ENSMZEG00005001569	7	1
ENSMZEG00005001570	0	1
ENSMZEG00005001571	2	11
ENSMZEG00005001572	0	0
ENSMZEG00005001573	0	0
ENSMZEG00005001574	15	1
ENSMZEG00005001575	0	0
ENSMZEG00005001576	0	3
ENSMZEG00005001577	1	0
ENSMZEG00005001578	0	14
ENSMZEG00005001579	52	1892
ENSMZEG00005001580	1	3
ENSMZEG00005001581	0	0
ENSMZEG00005001582	2	0
ENSMZEG00005001583	2	1
ENSMZEG00005001584	3	1
ENSMZEG00005001585	0	0
ENSMZEG00005001586	0	0
ENSMZEG00005001587	0	0
ENSMZEG00005001588	0	0
ENSMZEG00005001589	1	2
ENSMZEG00005001590	1	0
ENSMZEG00005001591	6	1
ENSMZEG00005001592	56	9
ENSMZEG00005001593	1	0
ENSMZEG00005001594	0	1
ENSMZEG00005001595	103	250
ENSMZEG00005001596	0	0
ENSMZEG00005001597	107	27
ENSMZEG00005001598	0	0
ENSMZEG00005001599	17	6
ENSMZEG00005001600	12	17
ENSMZEG00005001601	1	0
ENSMZEG00005001602	0	0
ENSMZEG00005001603	0	3
ENSMZEG00005001604	0	1
ENSMZEG00005001605	11	1
ENSMZEG00005001606	0	0
ENSMZEG00005001607	17	19
ENSMZEG00005001608	1	23
ENSMZEG00005001609	4	0
ENSMZEG00005001610	0	10
ENSMZEG00005001611	0	4
ENSMZEG00005001612	3	0
ENSMZEG00005001613	0	0
ENSMZEG00005001614	0	0
ENSMZEG00005001615	0	0
ENSMZEG00005001616	1	8
ENSMZEG00005001617	4	5
ENSMZEG00005001618	3	2
ENSMZEG00005001619	6	3
ENSMZEG00005001620	4	15
ENSMZEG00005001621	41	24
ENSMZEG00005001622	0	0
ENSMZEG00005001623	1	2
ENSMZEG00005001624	7	1
ENSMZEG00005001625	1	7
ENSMZEG00005001626	73	23
ENSMZEG00005001627	2	0
ENSMZEG00005001628	5372	1385
ENSMZEG00005001629	10	0
ENSMZEG00005001630	0	0
ENSMZEG00005001631	0	2
ENSMZEG00005001632	0	0
ENSMZEG00005001633	1	0
ENSMZEG00005001634	0	0
ENSMZEG00005001635	1	7
ENSMZEG00005001636	13	5
ENSMZEG00005001637	0	0
ENSMZEG00005001638	2	0
ENSMZEG00005001639	6	2
ENSMZEG00005001640	2	17
ENSMZEG00005001641	1	2
ENSMZEG00005001642	35	53
ENSMZEG00005001643	0	0
ENSMZEG00005001644	0	0
ENSMZEG00005001645	13	9
ENSMZEG00005001646	0	0
ENSMZEG00005001647	0	0
ENSMZEG00005001648	0	9
ENSMZEG00005001649	25	4
ENSMZEG00005001650	16	0
ENSMZEG00005001651	2	1
ENSMZEG00005001652	1	1
ENSMZEG00005001653	0	0
ENSMZEG00005001654	1	6
ENSMZEG00005001655	1	13
ENSMZEG00005001656	3	4
ENSMZEG00005001657	0	0
ENSMZEG00005001658	0	2
ENSMZEG00005001659	0	0
ENSMZEG00005001660	2	31
ENSMZEG00005001661	0	2
ENSMZEG00005001662	0	1
ENSMZEG00005001663	0	1
ENSMZEG00005001664	2	2
ENSMZEG00005001665	0	0
ENSMZEG00005001666	2	5
ENSMZEG00005001667	1	2
ENSMZEG00005001668	0	0
ENSMZEG00005001669	0	0
ENSMZEG00005001670	7	6
ENSMZEG00005001671	0	0
ENSMZEG00005001672	13	6
ENSMZEG00005001673	3	17
ENSMZEG00005001674	5	5
ENSMZEG00005001675	5	0
ENSMZEG00005001676	3	4
ENSMZEG00005001677	6	12
ENSMZEG00005001678	0	0
ENSMZEG00005001679	8	0
ENSMZEG00005001680	222	214
ENSMZEG00005001681	2	5
ENSMZEG00005001682	2	0
ENSMZEG00005001683	1	2
ENSMZEG00005001684	0	0
ENSMZEG00005001685	271	576
ENSMZEG00005001686	0	0
ENSMZEG00005001687	1	0
ENSMZEG00005001688	0	0
ENSMZEG00005001689	3	1
ENSMZEG00005001690	0	0
ENSMZEG00005001691	12	1
ENSMZEG00005001692	0	0
ENSMZEG00005001693	0	0
ENSMZEG00005001694	4	7
ENSMZEG00005001695	0	0
ENSMZEG00005001696	15	2
ENSMZEG00005001697	1	0
ENSMZEG00005001698	0	1
ENSMZEG00005001699	0	0
ENSMZEG00005001700	0	0
ENSMZEG00005001701	0	0
ENSMZEG00005001702	1	8
ENSMZEG00005001703	25	3
ENSMZEG00005001704	22	3
ENSMZEG00005001705	0	0
ENSMZEG00005001706	14	25
ENSMZEG00005001707	0	0
ENSMZEG00005001708	8	6
ENSMZEG00005001709	0	0
ENSMZEG00005001710	0	2
ENSMZEG00005001711	34	3
ENSMZEG00005001712	2	0
ENSMZEG00005001713	10	76
ENSMZEG00005001714	0	0
ENSMZEG00005001715	0	12
ENSMZEG00005001716	6	6
ENSMZEG00005001717	0	0
ENSMZEG00005001718	174	26
ENSMZEG00005001719	2	1
ENSMZEG00005001720	0	0
ENSMZEG00005001721	19	4
ENSMZEG00005001722	0	0
ENSMZEG00005001723	1	3
ENSMZEG00005001724	5	1
ENSMZEG00005001725	4	1
ENSMZEG00005001726	0	9
ENSMZEG00005001727	0	0
ENSMZEG00005001728	6	2
ENSMZEG00005001729	0	2
ENSMZEG00005001730	0	0
ENSMZEG00005001731	0	0
ENSMZEG00005001732	15	3
ENSMZEG00005001733	12	6
ENSMZEG00005001734	6	1
ENSMZEG00005001735	0	0
ENSMZEG00005001736	0	0
