Gene	On_1_Eye	On_2_Eye	On_3_Eye
ENSONIG00000034509	0	0	0
ENSONIG00000034510	0	0	0
ENSONIG00000034511	0	0	1
ENSONIG00000034512	0	0	0
ENSONIG00000034513	0	0	14
ENSONIG00000034514	1	0	0
ENSONIG00000034515	0	1	0
ENSONIG00000034516	0	0	0
ENSONIG00000034517	0	0	0
ENSONIG00000034518	0	0	0
ENSONIG00000034519	0	1	0
ENSONIG00000034520	2	4	23
ENSONIG00000034521	0	0	0
ENSONIG00000034522	0	0	0
ENSONIG00000034523	0	0	0
ENSONIG00000034524	0	0	0
ENSONIG00000034525	0	0	0
ENSONIG00000034526	0	0	0
ENSONIG00000034527	1	0	9
ENSONIG00000034528	0	0	10
ENSONIG00000034529	0	0	0
ENSONIG00000034530	0	0	0
ENSONIG00000034531	0	0	0
ENSONIG00000034532	0	0	0
ENSONIG00000034533	0	0	0
ENSONIG00000034534	0	0	0
ENSONIG00000034535	1	5	32
ENSONIG00000034536	0	1	68
ENSONIG00000034537	0	0	0
ENSONIG00000034538	0	1	14
ENSONIG00000034539	0	0	0
ENSONIG00000034540	0	0	0
ENSONIG00000034541	5	0	1
ENSONIG00000034542	0	0	0
ENSONIG00000034543	0	0	1
ENSONIG00000034544	0	0	0
ENSONIG00000034545	0	0	0
ENSONIG00000034546	37	16	21
ENSONIG00000034547	0	0	0
ENSONIG00000034548	0	0	6
ENSONIG00000034549	0	0	2
ENSONIG00000034550	0	0	0
ENSONIG00000034551	0	0	0
ENSONIG00000034552	0	0	0
ENSONIG00000034553	2	0	1
ENSONIG00000034554	0	0	0
ENSONIG00000034555	0	0	0
ENSONIG00000034556	0	0	0
ENSONIG00000034557	0	0	0
ENSONIG00000034558	0	1	0
ENSONIG00000034559	0	4	9
ENSONIG00000034560	0	0	0
ENSONIG00000034561	0	0	0
ENSONIG00000034562	0	0	2
ENSONIG00000034563	0	0	0
ENSONIG00000034564	0	1	1
ENSONIG00000034565	0	4	5
ENSONIG00000034566	0	0	0
ENSONIG00000034567	0	0	0
ENSONIG00000034568	0	0	0
ENSONIG00000034569	0	0	0
ENSONIG00000034570	0	0	0
ENSONIG00000034571	0	3	0
ENSONIG00000034572	0	1	10
ENSONIG00000034573	0	0	0
ENSONIG00000034574	0	0	1
ENSONIG00000034575	1	0	0
ENSONIG00000034576	2920	4032	6087
ENSONIG00000034577	0	0	2
ENSONIG00000034578	0	0	0
ENSONIG00000034579	2	0	2
ENSONIG00000034580	1	1	5
ENSONIG00000034581	9	15	892
ENSONIG00000034582	1	1	1
ENSONIG00000034583	48344	89376	136211
ENSONIG00000034584	0	0	2
ENSONIG00000034585	0	0	0
ENSONIG00000034586	0	0	0
ENSONIG00000034587	12	3	73
ENSONIG00000034588	0	0	0
ENSONIG00000034589	0	0	0
ENSONIG00000034590	0	0	0
ENSONIG00000034591	41	23	94
ENSONIG00000034592	0	0	0
ENSONIG00000034593	0	0	0
ENSONIG00000034594	0	0	0
ENSONIG00000034595	0	0	0
ENSONIG00000034596	2	0	3
ENSONIG00000034597	0	0	0
ENSONIG00000034598	0	0	0
ENSONIG00000034599	0	4	9
ENSONIG00000034600	1	0	2
ENSONIG00000034601	0	0	0
ENSONIG00000034602	10	9	105
ENSONIG00000034603	2	2	2
ENSONIG00000034604	0	1	10
ENSONIG00000034605	0	0	0
ENSONIG00000034606	1	2	29
ENSONIG00000034607	0	0	0
ENSONIG00000034608	0	0	0
ENSONIG00000034609	0	0	5
ENSONIG00000034610	17	0	0
ENSONIG00000034611	0	0	0
ENSONIG00000034612	0	0	0
ENSONIG00000034613	8	1	43
ENSONIG00000034614	0	0	0
ENSONIG00000034615	0	0	0
ENSONIG00000034616	0	0	0
ENSONIG00000034617	0	0	0
ENSONIG00000034618	0	0	0
ENSONIG00000034619	0	0	0
ENSONIG00000034620	0	1	3
ENSONIG00000034621	131	38	35
ENSONIG00000034622	0	0	0
ENSONIG00000034623	0	0	0
ENSONIG00000034624	2	0	2
ENSONIG00000034625	0	0	21
ENSONIG00000034626	0	0	0
ENSONIG00000034627	3	0	7
ENSONIG00000034628	2	0	3
ENSONIG00000034629	250	149	362
ENSONIG00000034630	0	0	0
ENSONIG00000034631	0	0	0
ENSONIG00000034632	0	2	20
ENSONIG00000034633	1	0	1
ENSONIG00000034634	1	0	0
ENSONIG00000034635	1	1	0
ENSONIG00000034636	0	0	0
ENSONIG00000034637	0	0	0
ENSONIG00000034638	0	0	1
ENSONIG00000034639	0	1	2
ENSONIG00000034640	0	0	0
ENSONIG00000034641	0	0	0
ENSONIG00000034642	645	23	659
ENSONIG00000034643	285	252	190
ENSONIG00000034644	29	56	2862
ENSONIG00000034645	0	2	5
ENSONIG00000034646	1	0	0
ENSONIG00000034647	2	0	0
ENSONIG00000034648	0	0	2
ENSONIG00000034649	0	2	57
ENSONIG00000034650	5	4	27
ENSONIG00000034651	0	0	0
ENSONIG00000034652	1	0	0
ENSONIG00000034653	0	0	0
ENSONIG00000034654	1	0	2
ENSONIG00000034655	0	0	0
ENSONIG00000034656	0	0	0
ENSONIG00000034657	0	0	0
ENSONIG00000034658	0	0	0
ENSONIG00000034659	0	0	0
ENSONIG00000034660	1	1	1
ENSONIG00000034661	0	2	0
ENSONIG00000034662	0	0	0
ENSONIG00000034663	0	0	0
ENSONIG00000034664	2	1	0
ENSONIG00000034665	0	0	0
ENSONIG00000034666	0	0	0
ENSONIG00000034667	1	0	0
ENSONIG00000034668	0	0	0
ENSONIG00000034670	0	0	1
ENSONIG00000034671	4	2	129
ENSONIG00000034672	0	0	0
ENSONIG00000034673	0	0	0
ENSONIG00000034674	0	0	0
ENSONIG00000034675	95	6	8
ENSONIG00000034676	0	0	0
ENSONIG00000034677	0	0	0
ENSONIG00000034678	23	4	2
ENSONIG00000034679	0	0	0
ENSONIG00000034680	0	0	0
ENSONIG00000034681	5	1	5
ENSONIG00000034682	0	0	0
ENSONIG00000034683	1	0	9
ENSONIG00000034684	0	0	0
ENSONIG00000034685	0	0	0
ENSONIG00000034686	0	0	36
ENSONIG00000034687	0	0	1
ENSONIG00000034688	0	0	0
ENSONIG00000034689	0	0	0
ENSONIG00000034690	0	0	0
ENSONIG00000034691	0	0	0
ENSONIG00000034692	0	0	0
ENSONIG00000034693	0	0	0
ENSONIG00000034694	0	0	0
ENSONIG00000034695	7	1	10
ENSONIG00000034696	0	0	0
ENSONIG00000034697	0	0	0
ENSONIG00000034698	0	0	0
ENSONIG00000034699	0	0	0
ENSONIG00000034700	0	0	0
ENSONIG00000034701	0	0	0
ENSONIG00000034702	0	0	0
ENSONIG00000034703	0	0	5
ENSONIG00000034704	1	0	0
ENSONIG00000034705	2	11	0
ENSONIG00000034706	0	0	1
ENSONIG00000034707	0	0	3
ENSONIG00000034708	0	1	4
ENSONIG00000034709	13	7	80
ENSONIG00000034710	2	5	32
ENSONIG00000034711	0	0	0
ENSONIG00000034712	0	0	0
ENSONIG00000034713	0	0	0
ENSONIG00000034714	0	0	5
ENSONIG00000034715	0	0	0
ENSONIG00000034716	0	0	0
ENSONIG00000034717	0	0	0
ENSONIG00000034718	0	0	1
ENSONIG00000034719	0	0	0
ENSONIG00000034720	0	0	0
ENSONIG00000034721	1	0	1
ENSONIG00000034722	0	0	0
ENSONIG00000034723	0	0	0
ENSONIG00000034724	0	0	0
ENSONIG00000034725	0	0	0
ENSONIG00000034726	0	0	0
ENSONIG00000034727	0	0	0
ENSONIG00000034728	0	3	0
ENSONIG00000034729	0	0	0
ENSONIG00000034730	0	0	4
ENSONIG00000034731	0	0	0
ENSONIG00000034732	0	0	0
ENSONIG00000034733	0	0	5
ENSONIG00000034734	0	0	18
ENSONIG00000034735	4	4	8
ENSONIG00000034736	0	1	33
ENSONIG00000034737	1	0	0
ENSONIG00000034738	0	1	7
ENSONIG00000034739	0	0	0
ENSONIG00000034740	0	0	1
ENSONIG00000034741	0	0	0
ENSONIG00000034742	0	0	0
ENSONIG00000034743	0	1	0
ENSONIG00000034744	0	0	2
ENSONIG00000034745	0	0	31
ENSONIG00000034746	0	0	0
ENSONIG00000034747	0	1	0
ENSONIG00000034748	3	2	0
ENSONIG00000034749	0	0	0
ENSONIG00000034750	55	201	363
ENSONIG00000034751	0	0	0
ENSONIG00000034752	0	2	7
ENSONIG00000034753	0	0	4
ENSONIG00000034754	0	1	5
ENSONIG00000034755	0	0	0
ENSONIG00000034756	0	0	2
ENSONIG00000034757	0	0	0
ENSONIG00000034758	0	0	0
ENSONIG00000034759	2	0	0
ENSONIG00000034760	18	5	215
ENSONIG00000034761	472	145	221
ENSONIG00000034762	0	0	0
ENSONIG00000034763	11	52	26
ENSONIG00000034764	0	0	0
ENSONIG00000034765	8	1	52
ENSONIG00000034766	6	21	32
ENSONIG00000034767	1	0	1
ENSONIG00000034768	0	1	1
ENSONIG00000034769	0	0	0
ENSONIG00000034770	5	4	15
ENSONIG00000034771	0	0	0
ENSONIG00000034772	0	0	0
ENSONIG00000034773	0	0	0
ENSONIG00000034774	20	11	123
ENSONIG00000034775	2	1	0
ENSONIG00000034776	17	0	0
ENSONIG00000034777	0	0	0
ENSONIG00000034778	0	0	0
ENSONIG00000034779	0	0	0
ENSONIG00000034780	0	0	7
ENSONIG00000034781	1	0	4
ENSONIG00000034782	0	0	0
ENSONIG00000034783	0	0	1
ENSONIG00000034784	0	0	0
ENSONIG00000034785	0	0	0
ENSONIG00000034786	0	0	1
ENSONIG00000034787	0	0	0
ENSONIG00000034788	0	0	0
ENSONIG00000034789	0	0	4
ENSONIG00000034790	0	0	13
ENSONIG00000034791	0	0	0
ENSONIG00000034792	0	0	13
ENSONIG00000034793	0	0	0
ENSONIG00000034794	19	22	7
ENSONIG00000034795	0	0	0
ENSONIG00000034796	0	0	0
ENSONIG00000034797	2	7	77
ENSONIG00000034798	2	0	0
ENSONIG00000034799	0	0	0
ENSONIG00000034800	0	2	1
ENSONIG00000034801	0	0	0
ENSONIG00000034802	4	0	36
ENSONIG00000034803	0	0	0
ENSONIG00000034804	2	2	1
ENSONIG00000034805	0	0	0
ENSONIG00000034806	0	0	0
ENSONIG00000034807	0	0	0
ENSONIG00000034808	2	0	0
ENSONIG00000034809	0	0	0
ENSONIG00000034810	0	0	0
ENSONIG00000034811	1	1	5
ENSONIG00000034812	0	0	0
ENSONIG00000034813	0	0	0
ENSONIG00000034814	0	0	0
ENSONIG00000034815	0	0	4
ENSONIG00000034816	0	0	0
ENSONIG00000034817	6	4	8
ENSONIG00000034818	0	0	0
ENSONIG00000034819	0	0	0
ENSONIG00000034820	3	0	0
ENSONIG00000034821	0	0	0
ENSONIG00000034822	32	0	0
ENSONIG00000034823	0	0	0
ENSONIG00000034824	0	0	0
ENSONIG00000034825	0	0	8
ENSONIG00000034826	0	0	0
ENSONIG00000034827	0	0	8
ENSONIG00000034828	0	0	1
ENSONIG00000034829	0	0	0
ENSONIG00000034830	1	2	9
ENSONIG00000034831	0	0	0
ENSONIG00000034832	371	78	73
ENSONIG00000034833	0	0	0
ENSONIG00000034834	363	76	45
ENSONIG00000034835	0	0	0
ENSONIG00000034836	1	0	1
ENSONIG00000034837	0	0	0
ENSONIG00000034838	0	0	2
ENSONIG00000034839	37	24	71
ENSONIG00000034840	1	0	1
ENSONIG00000034841	0	0	0
ENSONIG00000034842	0	0	7
ENSONIG00000034843	0	0	4
ENSONIG00000034844	0	0	0
ENSONIG00000034845	0	0	0
ENSONIG00000034846	0	0	0
ENSONIG00000034847	0	0	0
ENSONIG00000034848	5	13	211
ENSONIG00000034849	2	31	161
ENSONIG00000034850	0	0	1
ENSONIG00000034851	0	1	1
ENSONIG00000034852	0	0	0
ENSONIG00000034853	0	0	0
ENSONIG00000034854	0	0	0
ENSONIG00000034855	0	0	1
ENSONIG00000034856	0	0	0
ENSONIG00000034857	0	0	0
ENSONIG00000034858	1	1	3
ENSONIG00000034859	1	0	1
ENSONIG00000034860	0	0	1
ENSONIG00000034861	1	4	0
ENSONIG00000034862	0	0	0
ENSONIG00000034863	0	0	0
ENSONIG00000034864	3	0	7
ENSONIG00000034865	0	0	0
ENSONIG00000034866	0	0	0
ENSONIG00000034867	0	2	3
ENSONIG00000034868	0	0	0
ENSONIG00000034869	0	0	2
ENSONIG00000034870	0	0	0
ENSONIG00000034871	0	0	0
ENSONIG00000034872	0	0	0
ENSONIG00000034873	0	0	0
ENSONIG00000034874	41	97	5416
ENSONIG00000034875	181	3	108
ENSONIG00000034876	16	15	26
ENSONIG00000034877	0	0	9
ENSONIG00000034878	0	0	0
ENSONIG00000034879	2	0	4
ENSONIG00000034880	0	0	0
ENSONIG00000034881	0	0	0
ENSONIG00000034882	0	0	0
ENSONIG00000034883	0	1	0
ENSONIG00000034884	0	0	0
ENSONIG00000034885	0	1	0
ENSONIG00000034886	0	0	0
ENSONIG00000034887	0	0	0
ENSONIG00000034888	0	0	0
ENSONIG00000034889	0	0	0
ENSONIG00000034890	0	0	0
ENSONIG00000034891	2	7	309
ENSONIG00000034892	0	0	0
ENSONIG00000034893	0	1	57
ENSONIG00000034894	0	0	0
ENSONIG00000034895	0	0	0
ENSONIG00000034896	65	30	35
ENSONIG00000034897	0	0	0
ENSONIG00000034898	0	0	0
ENSONIG00000034899	0	0	0
ENSONIG00000034900	0	0	0
ENSONIG00000034901	0	1	5
ENSONIG00000034902	0	0	0
ENSONIG00000034903	0	0	0
ENSONIG00000034904	1	6	0
ENSONIG00000034905	77	45	40
ENSONIG00000034906	0	0	0
ENSONIG00000034907	1	0	2
ENSONIG00000034908	8	3	7
ENSONIG00000034909	0	0	0
ENSONIG00000034910	0	1	0
ENSONIG00000034911	0	0	0
ENSONIG00000034912	0	0	0
ENSONIG00000034913	0	0	0
ENSONIG00000034914	0	0	0
ENSONIG00000034915	1	0	5
ENSONIG00000034916	0	0	0
ENSONIG00000034917	0	0	103
ENSONIG00000034918	0	0	0
ENSONIG00000034919	0	0	0
ENSONIG00000034920	5	7	54
ENSONIG00000034921	0	0	0
ENSONIG00000034922	0	0	0
ENSONIG00000034923	0	0	0
ENSONIG00000034924	0	3	61
ENSONIG00000034925	0	0	0
ENSONIG00000034926	0	0	0
ENSONIG00000034927	0	0	3
ENSONIG00000034928	0	5	13
ENSONIG00000034929	1	0	0
ENSONIG00000034930	0	0	0
ENSONIG00000034931	0	0	1
ENSONIG00000034932	1031	973	15592
ENSONIG00000034933	0	0	0
ENSONIG00000034934	0	0	1
ENSONIG00000034935	0	0	0
ENSONIG00000034936	0	1	2
ENSONIG00000034937	0	0	0
ENSONIG00000034938	0	0	0
ENSONIG00000034939	2	0	0
ENSONIG00000034940	0	0	0
ENSONIG00000034941	0	0	1
ENSONIG00000034942	0	0	0
ENSONIG00000034943	29	0	7
ENSONIG00000034944	0	0	0
ENSONIG00000034945	1	0	0
ENSONIG00000034946	0	0	9
ENSONIG00000034947	0	0	0
ENSONIG00000034948	0	0	0
ENSONIG00000034949	0	0	0
ENSONIG00000034950	0	0	0
ENSONIG00000034951	0	0	0
ENSONIG00000034952	0	0	0
ENSONIG00000034953	0	0	0
ENSONIG00000034954	0	0	0
ENSONIG00000034955	0	0	0
ENSONIG00000034956	0	0	0
ENSONIG00000034957	0	0	1
ENSONIG00000034958	0	0	1
ENSONIG00000034959	0	0	0
ENSONIG00000034960	0	0	0
ENSONIG00000034961	1	2	0
ENSONIG00000034962	0	0	0
ENSONIG00000034963	0	0	0
ENSONIG00000034964	0	0	0
ENSONIG00000034965	0	0	0
ENSONIG00000034966	2	0	1
ENSONIG00000034967	1	0	1
ENSONIG00000034968	0	0	0
ENSONIG00000034969	8	4	3
ENSONIG00000034970	0	0	0
ENSONIG00000034971	0	0	0
ENSONIG00000034972	0	2	0
ENSONIG00000034973	0	0	0
ENSONIG00000034974	0	2	1
ENSONIG00000034975	0	0	4
ENSONIG00000034976	0	0	0
ENSONIG00000034977	0	0	7
ENSONIG00000034978	0	0	0
ENSONIG00000034979	8	277	129
ENSONIG00000034980	2	0	1
ENSONIG00000034981	0	0	0
ENSONIG00000034982	0	0	0
ENSONIG00000034983	0	0	0
ENSONIG00000034984	0	0	0
ENSONIG00000034985	3	3	93
ENSONIG00000034986	0	0	0
ENSONIG00000034987	0	0	1
ENSONIG00000034988	208	56	3862
ENSONIG00000034989	0	0	0
ENSONIG00000034990	0	0	0
ENSONIG00000034991	2	0	2
ENSONIG00000034992	0	1	8
ENSONIG00000034993	0	0	7
ENSONIG00000034994	0	0	6
ENSONIG00000034995	4	2	12
ENSONIG00000034996	0	0	0
ENSONIG00000034997	0	0	0
ENSONIG00000034998	0	0	0
ENSONIG00000034999	0	0	0
ENSONIG00000035000	0	0	0
ENSONIG00000035001	0	0	0
ENSONIG00000035002	1	0	12
ENSONIG00000035003	0	0	0
ENSONIG00000035004	0	0	4
ENSONIG00000035005	0	1	0
ENSONIG00000035006	0	0	0
ENSONIG00000035007	1	0	0
ENSONIG00000035008	0	0	0
ENSONIG00000035009	0	0	0
ENSONIG00000035010	0	0	7
ENSONIG00000035011	0	0	0
ENSONIG00000035012	1	0	0
ENSONIG00000035013	0	0	0
ENSONIG00000035014	0	0	0
ENSONIG00000035015	0	0	1
ENSONIG00000035016	0	2	0
ENSONIG00000035017	321	20	55
ENSONIG00000035018	0	0	2
ENSONIG00000035019	0	0	0
ENSONIG00000035020	0	0	0
ENSONIG00000035021	0	0	0
ENSONIG00000035022	0	0	0
ENSONIG00000035023	0	0	0
ENSONIG00000035024	2	1	10
ENSONIG00000035025	0	0	4
ENSONIG00000035026	0	0	0
ENSONIG00000035027	0	1	3
ENSONIG00000035028	10	10	133
ENSONIG00000035029	0	0	9
ENSONIG00000035030	0	0	0
ENSONIG00000035031	0	0	1
ENSONIG00000035032	0	0	0
ENSONIG00000035033	0	2	5
ENSONIG00000035034	0	0	0
ENSONIG00000035035	0	0	0
ENSONIG00000035036	4	3	21
ENSONIG00000035037	0	0	0
ENSONIG00000035038	0	0	1
ENSONIG00000035039	0	0	0
ENSONIG00000035040	0	0	1
ENSONIG00000035041	0	0	0
ENSONIG00000035042	1	0	1
ENSONIG00000035043	0	0	1
ENSONIG00000035044	1	0	26
ENSONIG00000035045	0	0	0
ENSONIG00000035046	0	0	0
ENSONIG00000035047	0	0	0
ENSONIG00000035048	0	0	7
ENSONIG00000035049	0	0	0
ENSONIG00000035050	0	0	0
ENSONIG00000035051	0	0	1
ENSONIG00000035052	1	0	0
ENSONIG00000035053	0	0	0
ENSONIG00000035054	0	0	0
ENSONIG00000035055	96	145	7651
ENSONIG00000035056	0	0	0
ENSONIG00000035057	0	0	0
ENSONIG00000035058	0	0	0
ENSONIG00000035059	0	0	66
ENSONIG00000035060	3	0	3
ENSONIG00000035061	0	0	0
ENSONIG00000035062	0	0	0
ENSONIG00000035063	0	0	12
ENSONIG00000035064	0	0	0
ENSONIG00000035065	0	0	0
ENSONIG00000035066	0	0	0
ENSONIG00000035067	0	5	6
ENSONIG00000035068	0	0	0
ENSONIG00000035069	0	0	0
ENSONIG00000035070	0	0	1
ENSONIG00000035071	0	0	0
ENSONIG00000035072	0	2	45
ENSONIG00000035073	0	0	0
ENSONIG00000035074	0	0	0
ENSONIG00000035075	0	0	0
ENSONIG00000035076	0	2	3
ENSONIG00000035077	125	17	148
ENSONIG00000035078	0	0	0
ENSONIG00000035079	0	1	1
ENSONIG00000035080	2	3	0
ENSONIG00000035081	0	4	0
ENSONIG00000035082	0	0	0
ENSONIG00000035083	0	0	0
ENSONIG00000035084	0	0	0
ENSONIG00000035085	0	0	0
ENSONIG00000035086	0	0	0
ENSONIG00000035087	0	0	0
ENSONIG00000035088	0	0	0
ENSONIG00000035089	0	0	0
ENSONIG00000035090	0	0	0
ENSONIG00000035091	0	0	0
ENSONIG00000035092	0	0	0
ENSONIG00000035093	0	0	0
ENSONIG00000035094	0	0	0
ENSONIG00000035095	5	0	2
ENSONIG00000035096	0	0	0
ENSONIG00000035097	0	0	0
ENSONIG00000035098	0	0	0
ENSONIG00000035099	1	0	0
ENSONIG00000035100	2	5	1
ENSONIG00000035101	16	31	43
ENSONIG00000035102	1	0	2
ENSONIG00000035103	1	0	0
ENSONIG00000035104	0	0	0
ENSONIG00000035105	11	0	0
ENSONIG00000035106	0	0	0
ENSONIG00000035107	0	0	3
ENSONIG00000035108	0	0	0
ENSONIG00000035109	0	0	16
ENSONIG00000035110	0	2	14
ENSONIG00000035111	0	0	1
ENSONIG00000035112	0	0	0
ENSONIG00000035113	1	0	0
ENSONIG00000035114	0	0	0
ENSONIG00000035115	0	0	0
ENSONIG00000035116	265	202	189
ENSONIG00000035117	0	0	0
ENSONIG00000035118	0	0	1
ENSONIG00000035119	0	3	4
ENSONIG00000035120	0	0	36
ENSONIG00000035121	0	0	0
ENSONIG00000035122	0	0	3
ENSONIG00000035123	0	0	0
ENSONIG00000035124	0	0	0
ENSONIG00000035125	0	0	0
ENSONIG00000035126	0	0	0
ENSONIG00000035127	0	0	1
ENSONIG00000035128	1	2	1
ENSONIG00000035129	0	0	0
ENSONIG00000035130	0	0	26
ENSONIG00000035131	0	0	0
ENSONIG00000035132	2	0	15
ENSONIG00000035133	0	0	0
ENSONIG00000035134	0	0	0
ENSONIG00000035135	0	0	0
ENSONIG00000035136	0	1	1
ENSONIG00000035137	0	0	0
ENSONIG00000035138	0	0	0
ENSONIG00000035139	0	0	0
ENSONIG00000035140	0	1	1
ENSONIG00000035141	0	0	0
ENSONIG00000035142	0	1	0
ENSONIG00000035143	0	0	0
ENSONIG00000035144	0	1	0
ENSONIG00000035145	0	0	0
ENSONIG00000035146	0	0	0
ENSONIG00000035147	0	0	0
ENSONIG00000035148	0	0	0
ENSONIG00000035149	0	0	0
ENSONIG00000035150	0	0	5
ENSONIG00000035151	0	0	0
ENSONIG00000035152	0	0	0
ENSONIG00000035153	0	0	1
ENSONIG00000035154	0	0	0
ENSONIG00000035155	2	0	0
ENSONIG00000035156	0	0	2
ENSONIG00000035157	0	0	0
ENSONIG00000035158	0	0	5
ENSONIG00000035159	0	0	0
ENSONIG00000035160	0	0	0
ENSONIG00000035161	0	0	0
ENSONIG00000035162	0	0	0
ENSONIG00000035163	0	1	0
ENSONIG00000035164	0	0	0
ENSONIG00000035165	0	0	0
ENSONIG00000035166	3	1	39
ENSONIG00000035167	3	0	0
ENSONIG00000035168	2	0	0
ENSONIG00000035169	0	0	0
ENSONIG00000035170	1	0	0
ENSONIG00000035171	238	129	278
ENSONIG00000035172	2	0	0
ENSONIG00000035173	0	0	5
ENSONIG00000035174	0	0	7
ENSONIG00000035175	0	0	0
ENSONIG00000035176	39	36	22
ENSONIG00000035177	0	1	4
ENSONIG00000035178	0	0	0
ENSONIG00000035179	0	0	0
ENSONIG00000035180	0	0	1
ENSONIG00000035181	1	0	0
ENSONIG00000035182	0	0	0
ENSONIG00000035183	0	0	0
ENSONIG00000035184	2	0	0
ENSONIG00000035185	0	0	0
ENSONIG00000035186	0	0	0
ENSONIG00000035187	0	0	0
ENSONIG00000035188	0	0	0
ENSONIG00000035189	2	2	29
ENSONIG00000035190	0	0	0
ENSONIG00000035191	0	0	0
ENSONIG00000035192	0	0	0
ENSONIG00000035193	0	1	0
ENSONIG00000035194	5	43	33
ENSONIG00000035195	3	2	1
ENSONIG00000035196	0	0	0
ENSONIG00000035197	2	11	139
ENSONIG00000035198	33	13	244
ENSONIG00000035199	6	2	6
ENSONIG00000035200	0	0	3
ENSONIG00000035201	0	0	0
ENSONIG00000035202	0	0	0
ENSONIG00000035203	0	0	0
ENSONIG00000035204	0	0	0
ENSONIG00000035205	0	0	0
ENSONIG00000035206	0	0	0
ENSONIG00000035207	1	1	0
ENSONIG00000035208	0	0	0
ENSONIG00000035209	0	5	40
ENSONIG00000035210	0	1	3
ENSONIG00000035211	0	0	0
ENSONIG00000035212	0	0	0
ENSONIG00000035213	0	0	2
ENSONIG00000035214	0	0	0
ENSONIG00000035215	2	1	1
ENSONIG00000035216	0	0	6
ENSONIG00000035217	0	0	0
ENSONIG00000035218	0	0	0
ENSONIG00000035219	0	0	6
ENSONIG00000035220	1	0	0
ENSONIG00000035221	0	0	0
ENSONIG00000035222	0	0	0
ENSONIG00000035223	2	2	24
ENSONIG00000035224	0	0	7
ENSONIG00000035225	1	0	1
ENSONIG00000035226	2	2	3
ENSONIG00000035227	0	0	0
ENSONIG00000035228	10	0	1
ENSONIG00000035229	1	0	0
ENSONIG00000035230	0	0	0
ENSONIG00000035231	0	0	0
ENSONIG00000035232	0	0	0
ENSONIG00000035233	0	0	2
ENSONIG00000035234	0	0	0
ENSONIG00000035235	0	0	20
ENSONIG00000035236	2	0	1
ENSONIG00000035237	0	0	0
ENSONIG00000035238	0	0	0
ENSONIG00000035239	0	0	0
ENSONIG00000035240	29	28	61
ENSONIG00000035241	0	0	0
ENSONIG00000035242	1	0	5
ENSONIG00000035243	0	0	0
ENSONIG00000035244	2	1	48
ENSONIG00000035245	0	0	2
ENSONIG00000035246	0	0	0
ENSONIG00000035247	0	1	0
ENSONIG00000035248	0	0	0
ENSONIG00000035249	0	0	0
ENSONIG00000035250	0	0	10
ENSONIG00000035251	31	0	18
ENSONIG00000035252	2	0	10
ENSONIG00000035253	2	0	0
ENSONIG00000035254	0	0	0
ENSONIG00000035255	1	0	3
ENSONIG00000035256	0	0	0
ENSONIG00000035257	0	0	0
ENSONIG00000035258	3	0	1
ENSONIG00000035259	0	0	0
ENSONIG00000035260	0	0	0
ENSONIG00000035261	0	0	0
ENSONIG00000035262	0	0	0
ENSONIG00000035263	5	5	170
ENSONIG00000035264	0	0	0
ENSONIG00000035265	0	0	0
ENSONIG00000035266	0	0	1
ENSONIG00000035267	3	0	1
ENSONIG00000035268	8	6	78
ENSONIG00000035269	0	0	0
ENSONIG00000035270	10	11	13
ENSONIG00000035271	1	0	1
ENSONIG00000035272	1	0	11
ENSONIG00000035273	0	1	0
ENSONIG00000035274	0	0	0
ENSONIG00000035275	0	0	0
ENSONIG00000035276	0	0	0
ENSONIG00000035277	4	2	1
ENSONIG00000035278	0	0	1
ENSONIG00000035279	0	0	0
ENSONIG00000035280	0	0	0
ENSONIG00000035281	0	0	0
ENSONIG00000035282	2	1	0
ENSONIG00000035283	0	0	0
ENSONIG00000035284	0	0	0
ENSONIG00000035285	0	0	0
ENSONIG00000035286	0	1	30
ENSONIG00000035287	0	0	0
ENSONIG00000035288	2	1	2
ENSONIG00000035289	0	0	0
ENSONIG00000035290	0	0	0
ENSONIG00000035291	0	0	0
ENSONIG00000035292	0	0	5
ENSONIG00000035293	0	0	0
ENSONIG00000035294	0	0	0
ENSONIG00000035295	0	0	0
ENSONIG00000035296	3	0	3
ENSONIG00000035297	0	0	0
ENSONIG00000035298	1	1	2
ENSONIG00000035299	0	0	0
ENSONIG00000035300	2	0	0
ENSONIG00000035301	2	0	0
ENSONIG00000035302	495	21	30
ENSONIG00000035303	0	0	2
ENSONIG00000035304	0	0	0
ENSONIG00000035305	0	0	3
ENSONIG00000035306	0	0	0
ENSONIG00000035307	0	0	10
ENSONIG00000035308	0	0	0
ENSONIG00000035309	2	0	0
ENSONIG00000035310	0	1	1
ENSONIG00000035311	0	0	0
ENSONIG00000035312	5	1	4
ENSONIG00000035313	0	0	0
ENSONIG00000035314	0	0	0
ENSONIG00000035315	0	0	0
ENSONIG00000035316	0	0	1
ENSONIG00000035317	0	0	0
ENSONIG00000035318	0	0	34
ENSONIG00000035319	0	0	0
ENSONIG00000035320	0	0	0
ENSONIG00000035321	0	0	0
ENSONIG00000035322	0	0	0
ENSONIG00000035323	0	0	0
ENSONIG00000035324	0	0	0
ENSONIG00000035325	0	0	0
ENSONIG00000035326	0	0	0
ENSONIG00000035327	0	0	0
ENSONIG00000035328	0	0	0
ENSONIG00000035329	0	0	1
ENSONIG00000035330	0	0	3
