Gene	On_1_Eye	On_2_Eye	On_3_Eye
ENSONIG00000035331	0	0	0
ENSONIG00000035332	1	0	0
ENSONIG00000035333	0	0	0
ENSONIG00000035334	3	6	96
ENSONIG00000035335	0	0	0
ENSONIG00000035336	0	0	3
ENSONIG00000035337	0	0	0
ENSONIG00000035338	0	0	1
ENSONIG00000035339	1	0	3
ENSONIG00000035340	0	1	160
ENSONIG00000035341	0	0	1
ENSONIG00000035342	25	4	7
ENSONIG00000035343	2	17	530
ENSONIG00000035344	0	0	0
ENSONIG00000035345	6	1	1
ENSONIG00000035346	35	2	2
ENSONIG00000035347	0	1	0
ENSONIG00000035348	3	10	18
ENSONIG00000035349	2	2	2
ENSONIG00000035350	0	1	1
ENSONIG00000035351	0	0	0
ENSONIG00000035352	0	0	0
ENSONIG00000035353	0	0	0
ENSONIG00000035354	1	0	2
ENSONIG00000035355	0	0	0
ENSONIG00000035356	0	0	0
ENSONIG00000035357	0	0	0
ENSONIG00000035358	0	0	0
ENSONIG00000035359	0	0	0
ENSONIG00000035360	1	1	74
ENSONIG00000035361	0	0	0
ENSONIG00000035362	1	0	0
ENSONIG00000035363	0	0	0
ENSONIG00000035364	1	0	0
ENSONIG00000035365	0	0	0
ENSONIG00000035366	0	0	2
ENSONIG00000035367	0	0	0
ENSONIG00000035368	0	0	0
ENSONIG00000035369	1	0	2
ENSONIG00000035370	0	0	0
ENSONIG00000035371	2	0	0
ENSONIG00000035372	0	1	20
ENSONIG00000035373	0	0	12
ENSONIG00000035374	0	0	0
ENSONIG00000035375	0	2	0
ENSONIG00000035376	0	0	0
ENSONIG00000035377	0	17	165
ENSONIG00000035378	5	1	65
ENSONIG00000035379	0	0	4
ENSONIG00000035380	0	0	3
ENSONIG00000035381	21	16	33
ENSONIG00000035382	0	0	0
ENSONIG00000035383	221	126	192
ENSONIG00000035384	0	0	0
ENSONIG00000035385	1	1	59
ENSONIG00000035386	0	0	0
ENSONIG00000035387	0	0	0
ENSONIG00000035388	0	0	0
ENSONIG00000035389	0	0	0
ENSONIG00000035390	0	1	10
ENSONIG00000035391	0	0	0
ENSONIG00000035392	0	1	0
ENSONIG00000035393	0	0	0
ENSONIG00000035394	0	0	0
ENSONIG00000035395	3	0	9
ENSONIG00000035396	0	0	0
ENSONIG00000035397	1	0	9
ENSONIG00000035398	0	0	0
ENSONIG00000035399	4	1	28
ENSONIG00000035400	0	4	11
ENSONIG00000035401	72	38	125
ENSONIG00000035402	1	0	1
ENSONIG00000035403	0	0	0
ENSONIG00000035404	0	0	1
ENSONIG00000035405	0	0	1
ENSONIG00000035406	0	0	0
ENSONIG00000035407	0	0	0
ENSONIG00000035408	0	0	1
ENSONIG00000035409	0	0	3
ENSONIG00000035410	0	0	0
ENSONIG00000035411	2	0	1
ENSONIG00000035412	0	0	0
ENSONIG00000035413	0	0	0
ENSONIG00000035414	0	5	4
ENSONIG00000035415	38	120	134
ENSONIG00000035416	0	0	0
ENSONIG00000035417	0	0	1
ENSONIG00000035418	0	0	3
ENSONIG00000035419	6	28	9
ENSONIG00000035420	0	0	1
ENSONIG00000035421	0	1	0
ENSONIG00000035422	0	0	0
ENSONIG00000035423	0	0	0
ENSONIG00000035424	0	4	10
ENSONIG00000035425	0	0	0
ENSONIG00000035426	1	0	0
ENSONIG00000035427	4	3	6
ENSONIG00000035428	0	0	0
ENSONIG00000035429	0	0	2
ENSONIG00000035430	0	0	0
ENSONIG00000035431	0	0	0
ENSONIG00000035432	0	0	0
ENSONIG00000035433	0	0	0
ENSONIG00000035434	0	0	3
ENSONIG00000035435	73	24	57
ENSONIG00000035436	0	2	0
ENSONIG00000035437	0	0	2
ENSONIG00000035438	0	1	1
ENSONIG00000035439	37	22	466
ENSONIG00000035440	0	0	0
ENSONIG00000035441	3	0	1
ENSONIG00000035442	2	0	6
ENSONIG00000035443	0	0	2
ENSONIG00000035444	5	0	0
ENSONIG00000035445	1	0	5
ENSONIG00000035446	6	0	16
ENSONIG00000035447	1	0	6
ENSONIG00000035448	0	0	0
ENSONIG00000035449	0	0	0
ENSONIG00000035450	0	0	0
ENSONIG00000035451	0	0	0
ENSONIG00000035452	11	8	80
ENSONIG00000035453	0	0	0
ENSONIG00000035454	1	1	3
ENSONIG00000035455	32	2	33
ENSONIG00000035456	0	0	0
ENSONIG00000035457	0	0	1
ENSONIG00000035458	0	0	0
ENSONIG00000035459	1	0	0
ENSONIG00000035460	2	0	5
ENSONIG00000035461	0	0	0
ENSONIG00000035462	0	0	0
ENSONIG00000035463	0	1	0
ENSONIG00000035464	0	0	0
ENSONIG00000035465	0	0	0
ENSONIG00000035466	0	0	0
ENSONIG00000035467	0	0	17
ENSONIG00000035468	0	0	15
ENSONIG00000035469	5	1	20
ENSONIG00000035470	0	0	0
ENSONIG00000035471	0	0	0
ENSONIG00000035472	0	0	0
ENSONIG00000035473	0	1	0
ENSONIG00000035474	0	0	0
ENSONIG00000035475	0	0	0
ENSONIG00000035476	0	0	0
ENSONIG00000035477	0	0	1
ENSONIG00000035478	7	1	13
ENSONIG00000035479	0	0	0
ENSONIG00000035480	0	0	0
ENSONIG00000035481	0	0	0
ENSONIG00000035482	2	0	3
ENSONIG00000035483	0	0	0
ENSONIG00000035484	0	1	1
ENSONIG00000035485	0	0	0
ENSONIG00000035486	0	0	1
ENSONIG00000035487	0	0	0
ENSONIG00000035488	0	0	0
ENSONIG00000035489	0	0	0
ENSONIG00000035490	0	0	0
ENSONIG00000035491	1	0	0
ENSONIG00000035492	0	0	0
ENSONIG00000035493	0	0	0
ENSONIG00000035494	0	0	0
ENSONIG00000035495	0	0	0
ENSONIG00000035496	0	0	0
ENSONIG00000035497	0	0	0
ENSONIG00000035498	21	11	142
ENSONIG00000035499	0	0	0
ENSONIG00000035500	0	0	0
ENSONIG00000035501	0	0	0
ENSONIG00000035502	0	0	0
ENSONIG00000035503	0	0	4
ENSONIG00000035504	0	0	2
ENSONIG00000035505	0	0	0
ENSONIG00000035506	0	1	10
ENSONIG00000035507	0	0	0
ENSONIG00000035508	4	1	5
ENSONIG00000035509	0	0	0
ENSONIG00000035510	0	3	0
ENSONIG00000035511	0	0	0
ENSONIG00000035512	0	0	0
ENSONIG00000035513	0	0	0
ENSONIG00000035514	9	0	0
ENSONIG00000035515	0	0	0
ENSONIG00000035516	0	0	0
ENSONIG00000035517	0	0	0
ENSONIG00000035518	0	1	0
ENSONIG00000035519	7	2	30
ENSONIG00000035520	0	0	0
ENSONIG00000035521	0	0	0
ENSONIG00000035522	9	1	8
ENSONIG00000035523	0	0	0
ENSONIG00000035524	0	0	0
ENSONIG00000035525	0	0	0
ENSONIG00000035526	0	0	0
ENSONIG00000035527	0	0	0
ENSONIG00000035528	0	0	0
ENSONIG00000035529	1	0	0
ENSONIG00000035530	0	0	0
ENSONIG00000035531	0	0	0
ENSONIG00000035532	0	0	0
ENSONIG00000035533	0	3	5
ENSONIG00000035534	0	0	0
ENSONIG00000035535	0	0	0
ENSONIG00000035536	0	0	0
ENSONIG00000035537	0	0	0
ENSONIG00000035538	0	0	0
ENSONIG00000035539	0	0	0
ENSONIG00000035540	8	5	87
ENSONIG00000035541	0	0	0
ENSONIG00000035542	2	0	0
ENSONIG00000035543	0	0	2
ENSONIG00000035544	0	0	0
ENSONIG00000035545	0	0	0
ENSONIG00000035546	13	3	58
ENSONIG00000035547	0	0	0
ENSONIG00000035548	1	0	27
ENSONIG00000035549	0	0	0
ENSONIG00000035550	0	0	24
ENSONIG00000035551	0	1	2
ENSONIG00000035552	0	0	0
ENSONIG00000035553	0	0	0
ENSONIG00000035554	1	0	3
ENSONIG00000035555	0	0	0
ENSONIG00000035556	0	0	0
ENSONIG00000035557	0	0	1
ENSONIG00000035558	0	0	0
ENSONIG00000035559	0	0	0
ENSONIG00000035560	0	0	0
ENSONIG00000035561	0	0	0
ENSONIG00000035562	0	3	20
ENSONIG00000035563	0	0	0
ENSONIG00000035564	1	0	33
ENSONIG00000035565	4	0	0
ENSONIG00000035566	9	0	1
ENSONIG00000035567	0	0	0
ENSONIG00000035568	0	0	0
ENSONIG00000035569	0	2	34
ENSONIG00000035570	8	3	25
ENSONIG00000035571	0	0	0
ENSONIG00000035572	0	0	0
ENSONIG00000035573	0	0	0
ENSONIG00000035574	33	0	0
ENSONIG00000035575	0	0	0
ENSONIG00000035576	0	0	3
ENSONIG00000035577	1	0	5
ENSONIG00000035578	0	0	2
ENSONIG00000035579	0	0	0
ENSONIG00000035580	1	5	16
ENSONIG00000035581	0	0	0
ENSONIG00000035582	0	1	2
ENSONIG00000035583	0	0	0
ENSONIG00000035584	0	0	0
ENSONIG00000035585	8	2	14
ENSONIG00000035586	0	0	0
ENSONIG00000035587	0	0	0
ENSONIG00000035588	1967	772	796
ENSONIG00000035589	0	0	0
ENSONIG00000035590	0	0	0
ENSONIG00000035591	0	0	0
ENSONIG00000035592	0	0	0
ENSONIG00000035593	0	0	0
ENSONIG00000035594	0	0	0
ENSONIG00000035595	9	0	0
ENSONIG00000035596	0	0	0
ENSONIG00000035597	0	0	4
ENSONIG00000035598	0	0	4
ENSONIG00000035599	1	0	1
ENSONIG00000035600	0	0	1
ENSONIG00000035601	1	0	0
ENSONIG00000035602	0	1	11
ENSONIG00000035603	0	0	1
ENSONIG00000035604	64	129	196
ENSONIG00000035605	0	0	0
ENSONIG00000035606	0	2	5
ENSONIG00000035607	0	0	0
ENSONIG00000035608	276	44	40
ENSONIG00000035609	0	0	0
ENSONIG00000035610	1381	475	488
ENSONIG00000035611	0	0	2
ENSONIG00000035612	2	0	2
ENSONIG00000035613	0	0	0
ENSONIG00000035614	0	2	23
ENSONIG00000035615	0	0	0
ENSONIG00000035616	0	1	0
ENSONIG00000035617	7	0	12
ENSONIG00000035618	0	0	0
ENSONIG00000035619	0	1	0
ENSONIG00000035620	0	0	2
ENSONIG00000035621	0	0	5
ENSONIG00000035622	0	0	0
ENSONIG00000035623	6	2	7
ENSONIG00000035624	0	0	0
ENSONIG00000035625	0	0	3
ENSONIG00000035626	4	0	39
ENSONIG00000035627	1	0	0
ENSONIG00000035628	1	0	2
ENSONIG00000035629	1	0	0
ENSONIG00000035630	0	0	0
ENSONIG00000035631	0	0	0
ENSONIG00000035632	11	55	63
ENSONIG00000035633	0	0	3
ENSONIG00000035634	3	3	84
ENSONIG00000035635	8	0	1
ENSONIG00000035636	0	0	3
ENSONIG00000035637	0	0	0
ENSONIG00000035638	0	0	0
ENSONIG00000035639	0	0	0
ENSONIG00000035640	2	2	11
ENSONIG00000035641	2	0	0
ENSONIG00000035642	0	1	3
ENSONIG00000035643	8	12	2
ENSONIG00000035644	18	13	57
ENSONIG00000035645	0	0	22
ENSONIG00000035646	2	2	7
ENSONIG00000035647	1	2	8
ENSONIG00000035648	0	0	0
ENSONIG00000035649	3	8	14
ENSONIG00000035650	0	0	0
ENSONIG00000035651	0	0	1
ENSONIG00000035652	1	0	0
ENSONIG00000035653	302	116	125
ENSONIG00000035654	1	1	1
ENSONIG00000035655	0	0	0
ENSONIG00000035656	0	0	0
ENSONIG00000035657	0	0	0
ENSONIG00000035658	0	0	0
ENSONIG00000035659	0	0	0
ENSONIG00000035660	0	0	0
ENSONIG00000035661	0	48	6
ENSONIG00000035662	17	1	8
ENSONIG00000035663	4	4	7
ENSONIG00000035664	7	3	1
ENSONIG00000035665	0	0	0
ENSONIG00000035666	0	1	1
ENSONIG00000035667	0	0	0
ENSONIG00000035668	0	0	0
ENSONIG00000035669	0	0	0
ENSONIG00000035670	0	0	1
ENSONIG00000035671	0	0	7
ENSONIG00000035672	0	0	0
ENSONIG00000035673	0	0	0
ENSONIG00000035674	0	0	0
ENSONIG00000035675	0	6	1
ENSONIG00000035676	3	3	0
ENSONIG00000035677	0	0	0
ENSONIG00000035678	0	0	1
ENSONIG00000035679	0	0	0
ENSONIG00000035680	0	0	1
ENSONIG00000035681	7	2	100
ENSONIG00000035682	0	0	1
ENSONIG00000035683	0	2	0
ENSONIG00000035684	2	4	12
ENSONIG00000035685	0	1	4
ENSONIG00000035686	0	0	0
ENSONIG00000035687	2	0	0
ENSONIG00000035688	0	0	0
ENSONIG00000035689	0	0	0
ENSONIG00000035690	0	0	0
ENSONIG00000035691	0	0	0
ENSONIG00000035692	0	0	0
ENSONIG00000035693	0	0	1
ENSONIG00000035694	0	0	0
ENSONIG00000035695	2	0	1
ENSONIG00000035696	0	0	0
ENSONIG00000035697	0	0	0
ENSONIG00000035698	0	0	0
ENSONIG00000035699	1	0	0
ENSONIG00000035700	0	0	4
ENSONIG00000035701	0	0	0
ENSONIG00000035702	0	0	0
ENSONIG00000035703	0	0	0
ENSONIG00000035704	0	0	0
ENSONIG00000035705	0	0	0
ENSONIG00000035706	0	1	30
ENSONIG00000035707	1	0	0
ENSONIG00000035708	0	0	0
ENSONIG00000035709	0	0	0
ENSONIG00000035710	0	0	0
ENSONIG00000035711	0	0	0
ENSONIG00000035712	0	0	0
ENSONIG00000035713	0	0	0
ENSONIG00000035714	0	0	0
ENSONIG00000035715	1	1	71
ENSONIG00000035716	0	0	0
ENSONIG00000035717	0	0	8
ENSONIG00000035718	0	0	0
ENSONIG00000035719	0	2	0
ENSONIG00000035720	6	2	22
ENSONIG00000035721	1	0	15
ENSONIG00000035722	0	0	0
ENSONIG00000035723	0	0	4
ENSONIG00000035724	0	0	0
ENSONIG00000035725	0	0	0
ENSONIG00000035726	0	0	0
ENSONIG00000035727	0	0	0
ENSONIG00000035728	1	0	2
ENSONIG00000035729	0	0	1
ENSONIG00000035730	7	2	21
ENSONIG00000035731	0	0	3
ENSONIG00000035732	2	7	3
ENSONIG00000035733	26	5	113
ENSONIG00000035734	0	0	0
ENSONIG00000035735	0	0	0
ENSONIG00000035736	0	0	0
ENSONIG00000035737	0	0	0
ENSONIG00000035738	0	0	0
ENSONIG00000035739	2	0	0
ENSONIG00000035740	1	0	0
ENSONIG00000035741	1	2	21
ENSONIG00000035742	342	127	141
ENSONIG00000035743	0	0	0
ENSONIG00000035744	0	0	0
ENSONIG00000035745	0	0	0
ENSONIG00000035746	0	0	0
ENSONIG00000035747	2	0	0
ENSONIG00000035748	0	0	4
ENSONIG00000035749	0	0	6
ENSONIG00000035750	12	11	29
ENSONIG00000035751	0	0	0
ENSONIG00000035752	1	0	1
ENSONIG00000035753	0	1	0
ENSONIG00000035754	1	8	55
ENSONIG00000035755	0	0	0
ENSONIG00000035756	0	0	0
ENSONIG00000035757	0	0	2
ENSONIG00000035758	0	0	0
ENSONIG00000035759	0	0	0
ENSONIG00000035760	0	0	30
ENSONIG00000035761	0	0	0
ENSONIG00000035762	0	4	23
ENSONIG00000035763	1	0	73
ENSONIG00000035764	0	0	0
ENSONIG00000035765	0	0	0
ENSONIG00000035766	0	0	0
ENSONIG00000035767	0	0	0
ENSONIG00000035768	0	0	0
ENSONIG00000035769	0	0	6
ENSONIG00000035770	0	0	0
ENSONIG00000035771	6	3	14
ENSONIG00000035772	0	0	0
ENSONIG00000035773	0	0	0
ENSONIG00000035774	0	0	0
ENSONIG00000035775	0	0	0
ENSONIG00000035776	0	0	0
ENSONIG00000035777	12	5	35
ENSONIG00000035778	0	0	0
ENSONIG00000035779	62	51	123
ENSONIG00000035780	0	0	0
ENSONIG00000035781	0	0	0
ENSONIG00000035782	0	0	0
ENSONIG00000035783	0	0	1
ENSONIG00000035784	0	0	0
ENSONIG00000035785	1	1	2
ENSONIG00000035786	0	0	0
ENSONIG00000035787	0	0	0
ENSONIG00000035788	0	0	0
ENSONIG00000035789	0	0	0
ENSONIG00000035790	0	0	0
ENSONIG00000035791	1	0	1
ENSONIG00000035792	0	0	0
ENSONIG00000035793	0	0	0
ENSONIG00000035794	13	5	6
ENSONIG00000035795	0	0	0
ENSONIG00000035796	4	0	21
ENSONIG00000035797	0	0	0
ENSONIG00000035798	1	0	1
ENSONIG00000035799	12	2	97
ENSONIG00000035800	0	0	0
ENSONIG00000035801	1	0	0
ENSONIG00000035802	0	0	7
ENSONIG00000035803	0	0	0
ENSONIG00000035804	13	6	6
ENSONIG00000035805	183	8	14
ENSONIG00000035806	0	0	7
ENSONIG00000035807	0	0	0
ENSONIG00000035808	0	1	10
ENSONIG00000035809	0	0	0
ENSONIG00000035810	0	0	0
ENSONIG00000035811	0	1	0
ENSONIG00000035812	0	0	0
ENSONIG00000035813	0	0	0
ENSONIG00000035814	0	0	0
ENSONIG00000035815	0	0	0
ENSONIG00000035816	0	0	0
ENSONIG00000035817	0	0	1
ENSONIG00000035818	0	0	3
ENSONIG00000035819	0	0	0
ENSONIG00000035820	0	0	0
ENSONIG00000035821	1	0	0
ENSONIG00000035822	0	0	10
ENSONIG00000035823	0	0	0
ENSONIG00000035824	18	1	7
ENSONIG00000035825	2	0	3
ENSONIG00000035826	0	0	0
ENSONIG00000035827	0	0	0
ENSONIG00000035828	0	0	0
ENSONIG00000035829	0	0	7
ENSONIG00000035830	0	0	5
ENSONIG00000035831	0	0	0
ENSONIG00000035832	0	0	1
ENSONIG00000035833	13	3	11
ENSONIG00000035834	4	0	13
ENSONIG00000035835	0	0	0
ENSONIG00000035836	0	0	1
ENSONIG00000035837	1	3	40
ENSONIG00000035838	0	0	0
ENSONIG00000035839	1	6	15
ENSONIG00000035840	1	10	1453
ENSONIG00000035841	2	0	50
ENSONIG00000035842	0	0	0
ENSONIG00000035843	0	3	0
ENSONIG00000035844	0	0	0
ENSONIG00000035845	0	0	1
ENSONIG00000035846	0	0	0
ENSONIG00000035847	0	0	0
ENSONIG00000035848	0	0	10
ENSONIG00000035849	0	0	0
ENSONIG00000035850	15	0	0
ENSONIG00000035851	0	0	0
ENSONIG00000035852	2	0	2
ENSONIG00000035853	0	0	0
ENSONIG00000035854	0	0	0
ENSONIG00000035855	0	0	0
ENSONIG00000035856	1	0	1
ENSONIG00000035857	0	0	0
ENSONIG00000035858	0	1	0
ENSONIG00000035859	1	1	1
ENSONIG00000035860	0	2	17
ENSONIG00000035861	0	0	0
ENSONIG00000035862	0	0	1
ENSONIG00000035863	0	0	0
ENSONIG00000035864	0	0	0
ENSONIG00000035865	0	0	0
ENSONIG00000035866	0	0	0
ENSONIG00000035867	0	0	0
ENSONIG00000035868	1	0	0
ENSONIG00000035869	0	0	0
ENSONIG00000035870	0	0	0
ENSONIG00000035871	0	0	0
ENSONIG00000035872	0	0	3
ENSONIG00000035873	1	1	30
ENSONIG00000035874	0	0	0
ENSONIG00000035875	1	0	0
ENSONIG00000035876	3	25	10
ENSONIG00000035877	1	0	10
ENSONIG00000035878	0	1	12
ENSONIG00000035879	0	0	0
ENSONIG00000035880	3158	289	189
ENSONIG00000035881	0	0	0
ENSONIG00000035882	0	0	0
ENSONIG00000035883	0	0	0
ENSONIG00000035884	0	0	3
ENSONIG00000035885	0	0	7
ENSONIG00000035886	0	0	0
ENSONIG00000035887	0	0	0
ENSONIG00000035888	0	0	0
ENSONIG00000035889	7	0	31
ENSONIG00000035890	0	6	101
ENSONIG00000035891	1	0	15
ENSONIG00000035892	0	0	0
ENSONIG00000035893	0	0	1
ENSONIG00000035894	0	0	0
ENSONIG00000035895	0	0	2
ENSONIG00000035896	0	0	0
ENSONIG00000035897	0	0	0
ENSONIG00000035898	0	0	0
ENSONIG00000035899	36	0	7
ENSONIG00000035900	0	0	0
ENSONIG00000035901	0	0	0
ENSONIG00000035902	4	39	35
ENSONIG00000035903	0	0	0
ENSONIG00000035904	0	0	0
ENSONIG00000035905	5	4	53
ENSONIG00000035906	0	0	0
ENSONIG00000035907	0	0	2
ENSONIG00000035908	1	0	0
ENSONIG00000035909	0	0	0
ENSONIG00000035910	5	5	2
ENSONIG00000035911	0	0	0
ENSONIG00000035912	1	3	19
ENSONIG00000035913	0	0	0
ENSONIG00000035914	2	0	0
ENSONIG00000035915	0	0	0
ENSONIG00000035916	159	178	187
ENSONIG00000035917	0	0	0
ENSONIG00000035918	0	0	0
ENSONIG00000035919	0	0	0
ENSONIG00000035920	0	0	0
ENSONIG00000035921	0	0	0
ENSONIG00000035922	0	0	11
ENSONIG00000035923	0	0	1
ENSONIG00000035924	0	0	0
ENSONIG00000035925	0	0	0
ENSONIG00000035926	34	1	2
ENSONIG00000035927	1	0	0
ENSONIG00000035928	1	0	2
ENSONIG00000035929	0	0	0
ENSONIG00000035930	2	2	132
ENSONIG00000035931	0	27	0
ENSONIG00000035932	0	1	0
ENSONIG00000035933	0	0	0
ENSONIG00000035934	0	0	0
ENSONIG00000035935	0	0	0
ENSONIG00000035936	0	0	0
ENSONIG00000035937	0	0	3
ENSONIG00000035938	0	0	0
ENSONIG00000035939	1	0	4
ENSONIG00000035940	43	3	5
ENSONIG00000035941	0	0	0
ENSONIG00000035942	0	0	0
ENSONIG00000035943	0	0	0
ENSONIG00000035944	0	0	0
ENSONIG00000035945	0	0	0
ENSONIG00000035946	0	0	0
ENSONIG00000035947	0	0	0
ENSONIG00000035948	1	0	35
ENSONIG00000035949	0	3	2
ENSONIG00000035950	0	0	0
ENSONIG00000035951	0	0	1
ENSONIG00000035952	0	0	0
ENSONIG00000035953	0	0	0
ENSONIG00000035954	0	0	0
ENSONIG00000035955	0	0	1
ENSONIG00000035956	0	0	0
ENSONIG00000035957	0	0	0
ENSONIG00000035958	0	0	0
ENSONIG00000035959	0	0	41
ENSONIG00000035960	0	0	0
ENSONIG00000035961	1	0	0
ENSONIG00000035962	1	2	1
ENSONIG00000035963	0	0	0
ENSONIG00000035964	0	0	0
ENSONIG00000035965	6	0	0
ENSONIG00000035966	0	0	3
ENSONIG00000035967	0	0	0
ENSONIG00000035968	2	2	8
ENSONIG00000035969	0	0	1
ENSONIG00000035970	0	0	2
ENSONIG00000035971	0	0	0
ENSONIG00000035972	2	0	10
ENSONIG00000035973	1	0	0
ENSONIG00000035974	0	0	3
ENSONIG00000035975	0	0	0
ENSONIG00000035976	1	0	0
ENSONIG00000035977	0	1	6
ENSONIG00000035978	351	16	259
ENSONIG00000035979	0	0	0
ENSONIG00000035980	4	0	0
ENSONIG00000035981	3	1	3
ENSONIG00000035982	2	1	2
ENSONIG00000035983	0	0	0
ENSONIG00000035984	0	0	3
ENSONIG00000035985	0	0	9
ENSONIG00000035986	0	0	0
ENSONIG00000035987	0	0	8
ENSONIG00000035988	1	0	9
ENSONIG00000035989	0	0	0
ENSONIG00000035990	0	4	13
ENSONIG00000035991	0	0	0
ENSONIG00000035992	239	195	290
ENSONIG00000035993	0	0	0
ENSONIG00000035994	0	0	0
ENSONIG00000035995	0	0	0
ENSONIG00000035996	0	0	0
ENSONIG00000035997	0	0	0
ENSONIG00000035998	0	0	0
ENSONIG00000035999	0	0	0
ENSONIG00000036000	0	0	0
ENSONIG00000036001	0	0	0
ENSONIG00000036002	0	0	4
ENSONIG00000036003	3	2	6
ENSONIG00000036004	41	19	94
ENSONIG00000036005	1	0	2
ENSONIG00000036006	1	0	3
ENSONIG00000036007	1	0	0
ENSONIG00000036008	12	0	41
ENSONIG00000036009	0	0	0
ENSONIG00000036010	0	0	0
ENSONIG00000036011	0	1	0
ENSONIG00000036012	0	0	0
ENSONIG00000036013	2	0	0
ENSONIG00000036014	0	0	0
ENSONIG00000036015	0	0	0
ENSONIG00000036016	0	0	0
ENSONIG00000036017	0	0	0
ENSONIG00000036018	0	0	0
ENSONIG00000036019	1	0	0
ENSONIG00000036020	0	0	0
ENSONIG00000036021	0	0	0
ENSONIG00000036022	5	3	5
ENSONIG00000036023	0	0	0
ENSONIG00000036024	0	0	0
ENSONIG00000036025	340	149	149
ENSONIG00000036026	5	9	52
ENSONIG00000036027	0	0	0
ENSONIG00000036028	4	0	4
ENSONIG00000036029	0	0	0
ENSONIG00000036030	0	0	1
ENSONIG00000036031	0	0	0
ENSONIG00000036032	0	0	7
ENSONIG00000036033	0	1	0
ENSONIG00000036034	0	0	0
ENSONIG00000036035	0	0	0
ENSONIG00000036036	1	0	0
ENSONIG00000036037	0	0	4
ENSONIG00000036038	0	0	1
ENSONIG00000036039	0	0	0
ENSONIG00000036040	0	0	0
ENSONIG00000036041	12	0	3
ENSONIG00000036042	0	0	0
ENSONIG00000036043	18	91	31
ENSONIG00000036044	1	1	1
ENSONIG00000036045	0	0	0
ENSONIG00000036046	0	0	3
ENSONIG00000036047	0	0	0
ENSONIG00000036048	0	0	0
ENSONIG00000036049	1	0	0
ENSONIG00000036050	1	0	12
ENSONIG00000036051	20	1	42
ENSONIG00000036052	0	0	0
ENSONIG00000036053	0	0	0
ENSONIG00000036054	0	0	0
ENSONIG00000036055	0	0	0
ENSONIG00000036056	96	48	13
ENSONIG00000036057	0	1	9
ENSONIG00000036058	81	31	71
ENSONIG00000036059	0	0	0
ENSONIG00000036060	1	0	0
ENSONIG00000036061	0	0	0
ENSONIG00000036062	0	0	1
ENSONIG00000036063	0	0	0
ENSONIG00000036064	0	0	0
ENSONIG00000036065	0	0	0
ENSONIG00000036066	0	0	0
ENSONIG00000036067	0	0	0
ENSONIG00000036068	2	0	3
ENSONIG00000036069	0	3	2
ENSONIG00000036070	4	1	17
ENSONIG00000036071	16	3	16
ENSONIG00000036072	17	0	1
ENSONIG00000036073	2509	153	258
ENSONIG00000036074	0	1	10
ENSONIG00000036075	0	0	0
ENSONIG00000036076	66	0	1
ENSONIG00000036077	1	2	66
ENSONIG00000036078	0	0	0
ENSONIG00000036079	0	0	0
ENSONIG00000036080	52	10	20
ENSONIG00000036081	0	0	0
ENSONIG00000036082	0	0	0
ENSONIG00000036083	0	0	0
ENSONIG00000036084	0	0	0
ENSONIG00000036085	0	5	13
ENSONIG00000036086	1	0	1
ENSONIG00000036087	0	0	0
ENSONIG00000036088	0	1	0
ENSONIG00000036089	1	1	0
ENSONIG00000036090	0	0	0
ENSONIG00000036091	0	0	0
ENSONIG00000036092	2	0	1
ENSONIG00000036093	2	0	1
ENSONIG00000036094	0	0	0
ENSONIG00000036095	5	6	5
ENSONIG00000036096	0	0	0
ENSONIG00000036097	4	3	7
ENSONIG00000036098	0	0	0
ENSONIG00000036099	12	4	20
ENSONIG00000036100	0	4	4
ENSONIG00000036101	1	0	0
ENSONIG00000036102	3	1	62
ENSONIG00000036103	0	0	0
ENSONIG00000036104	0	0	0
ENSONIG00000036105	0	0	0
ENSONIG00000036106	0	0	0
ENSONIG00000036107	0	0	0
ENSONIG00000036108	0	0	0
ENSONIG00000036109	1	0	0
ENSONIG00000036110	0	1	65
ENSONIG00000036111	4	0	0
ENSONIG00000036112	0	0	0
ENSONIG00000036113	0	2	5
ENSONIG00000036114	0	0	0
ENSONIG00000036115	0	0	22
ENSONIG00000036116	1	0	1
ENSONIG00000036117	1	0	18
ENSONIG00000036118	0	0	2
ENSONIG00000036119	8	2	375
ENSONIG00000036120	0	0	0
ENSONIG00000036121	184	187	874
ENSONIG00000036122	0	0	0
ENSONIG00000036123	2	9	3
ENSONIG00000036124	1	0	0
ENSONIG00000036125	0	0	0
ENSONIG00000036126	0	0	0
ENSONIG00000036127	0	0	0
ENSONIG00000036128	0	0	0
ENSONIG00000036129	0	0	0
ENSONIG00000036130	0	0	3
ENSONIG00000036131	0	0	0
ENSONIG00000036132	0	0	0
ENSONIG00000036133	0	0	0
ENSONIG00000036134	246	225	186
ENSONIG00000036135	0	0	0
ENSONIG00000036136	0	2	0
ENSONIG00000036137	0	0	0
ENSONIG00000036138	3	0	0
ENSONIG00000036139	0	0	0
ENSONIG00000036140	3	1	2
ENSONIG00000036141	0	0	0
ENSONIG00000036142	0	0	0
ENSONIG00000036143	0	0	6
ENSONIG00000036144	0	0	0
ENSONIG00000036145	0	0	0
ENSONIG00000036146	0	0	0
ENSONIG00000036147	0	0	0
ENSONIG00000036148	0	1	4
ENSONIG00000036149	0	0	0
ENSONIG00000036150	0	0	0
ENSONIG00000036151	0	0	0
